yellow_cards,red_cards,goals,assists,minutes_played,games,player_id,season
9,0,0,1,2069,26,189151,2017
8,0,0,3,1629,19,189151,2018
9,0,2,4,2776,31,189151,2019
11,0,1,5,2522,30,189151,2020
9,0,0,2,2440,32,189151,2021
10,1,2,4,2637,32,189151,2022
3,0,0,0,1054,16,189151,2023
0,0,0,0,7,1,189157,2012
0,0,0,0,1260,19,18918,2012
4,0,2,7,2118,28,18918,2013
8,0,0,2,2239,26,18918,2014
12,0,0,2,3167,36,18918,2015
3,0,0,0,2588,31,18918,2016
3,0,0,0,2495,33,18918,2017
3,0,0,1,1099,17,18918,2018
5,0,0,0,1757,25,18918,2019
0,0,0,0,90,1,189186,2012
8,0,1,3,2300,26,189186,2015
2,0,1,0,643,9,189186,2016
3,0,0,1,1326,17,189186,2023
0,0,20,21,2887,50,18922,2012
3,0,24,16,4054,52,18922,2013
1,0,22,15,3669,46,18922,2014
1,0,28,8,2593,36,18922,2015
0,0,19,8,3239,48,18922,2016
0,0,12,11,3237,47,18922,2017
0,0,22,10,3429,42,18922,2018
0,0,27,11,3981,48,18922,2019
1,0,44,15,3919,46,18922,2021
1,0,31,6,3631,43,18922,2022
0,0,0,0,23,2,18923,2012
2,0,1,0,1091,18,18923,2013
4,0,3,1,2006,29,18923,2014
0,0,0,0,675,8,18923,2015
0,0,0,0,49,2,189231,2016
7,0,3,2,2611,30,18927,2012
6,1,1,2,2557,34,18927,2013
7,0,2,0,2993,33,18927,2014
12,0,1,0,2749,34,18927,2015
9,0,1,0,2520,28,18927,2016
0,0,0,0,45,1,189283,2013
0,0,0,0,8,1,189283,2015
0,0,0,0,90,1,189283,2016
8,0,0,1,1704,27,18929,2012
5,1,0,1,554,10,18929,2014
3,0,3,3,1172,19,18929,2015
0,0,1,0,126,2,18929,2016
7,0,0,4,2559,34,18934,2012
1,0,0,0,135,2,18934,2014
5,1,5,4,2501,33,18934,2015
3,0,3,9,2854,34,18934,2016
7,0,2,6,3027,35,18934,2017
2,1,3,0,1598,29,18934,2018
0,0,2,2,1874,24,18934,2019
3,0,3,3,2702,35,18934,2020
6,0,7,2,2195,33,18934,2021
4,1,1,1,1329,26,18934,2022
3,0,0,0,1078,14,189340,2017
4,1,5,9,2473,38,18935,2012
5,0,10,12,3047,43,18935,2013
7,0,3,7,2041,32,18935,2014
3,0,2,3,620,13,18935,2015
10,0,3,3,2415,31,18935,2016
1,0,2,1,720,8,18935,2017
0,0,0,2,303,6,18935,2018
1,0,1,0,447,7,18935,2019
1,0,0,0,3060,34,18940,2013
2,0,0,0,2880,32,18940,2014
2,0,0,0,2790,31,18940,2015
0,0,0,0,1980,22,18940,2016
2,0,0,1,810,9,18940,2017
1,0,0,0,270,3,18940,2018
0,0,0,0,600,7,18940,2022
2,0,1,0,282,10,189410,2014
1,0,0,1,360,12,189410,2015
5,0,0,0,1617,22,189439,2023
12,0,3,0,3627,44,18944,2012
7,0,4,0,3393,39,18944,2013
10,0,7,1,3900,44,18944,2014
17,1,5,1,3993,46,18944,2015
8,0,3,0,3563,41,18944,2016
14,0,5,0,4145,49,18944,2017
5,0,6,4,3780,42,18944,2018
20,0,1,0,3986,45,18944,2019
3,1,2,0,1923,23,18944,2020
13,0,3,0,3103,40,18944,2021
2,0,0,0,640,10,18944,2022
3,0,5,3,1349,34,189441,2013
3,0,4,2,1375,37,189441,2014
2,0,3,1,1120,23,189441,2015
5,0,3,2,1519,29,189441,2016
8,1,13,4,3296,48,189441,2017
14,0,5,8,3058,38,189441,2018
12,0,17,5,3576,44,189441,2019
3,0,8,4,3402,46,189441,2020
12,0,9,6,3101,42,189441,2021
8,0,5,2,1847,35,189441,2022
8,0,4,3,2633,33,189441,2023
2,0,0,0,900,10,18945,2014
1,0,0,0,1174,16,18945,2015
0,0,0,0,484,8,18945,2016
2,0,1,1,686,9,189452,2014
3,0,0,1,921,13,189452,2015
6,0,0,0,1838,23,189452,2016
2,0,0,0,809,14,189452,2020
8,0,2,2,1418,16,189453,2014
2,0,0,1,652,9,189453,2015
1,0,0,0,783,13,189453,2017
6,0,2,6,2340,26,189453,2018
14,1,2,4,3025,36,189453,2019
4,0,0,0,310,10,189453,2021
6,1,1,1,2668,31,189458,2014
7,0,3,1,974,11,189458,2015
3,0,2,0,804,10,189458,2016
8,0,0,1,1258,17,189458,2018
8,0,1,7,3518,40,18947,2013
10,0,6,5,2421,27,18947,2014
4,0,0,0,626,9,18947,2015
6,0,2,4,2380,29,18947,2016
3,0,0,0,627,8,189475,2013
1,0,1,0,439,8,189475,2014
1,0,0,0,149,3,189475,2015
4,0,0,1,978,12,189475,2019
4,0,0,0,2162,30,189475,2020
7,0,0,0,999,18,189475,2021
5,0,0,0,1121,15,189475,2022
2,0,0,2,1514,17,189485,2016
4,0,0,3,2050,25,189485,2017
6,1,0,4,2625,35,189485,2018
9,0,0,1,3015,36,189485,2019
6,0,1,1,1724,24,189485,2020
4,0,0,0,967,13,189485,2021
6,0,2,6,2958,36,189485,2022
1,0,6,5,1781,27,18949,2012
1,0,0,0,185,4,18949,2013
1,0,1,1,596,10,18949,2015
0,0,0,0,9,1,189513,2013
0,0,0,0,155,6,189513,2014
1,0,0,1,372,11,189513,2015
1,0,0,0,27,2,189513,2016
4,1,16,8,2762,31,189516,2013
2,0,1,6,863,24,189516,2014
2,0,5,2,1580,23,189516,2015
2,1,2,1,1442,23,189516,2017
7,0,4,2,2042,26,189516,2018
4,0,6,3,1219,31,18952,2012
6,0,1,3,1819,23,18952,2013
4,0,2,1,1644,22,18952,2014
3,2,2,0,1558,22,18952,2015
0,0,0,1,648,16,189521,2017
1,0,0,0,240,4,189525,2013
3,0,1,3,976,15,189539,2018
0,0,0,0,77,2,189539,2019
4,0,4,9,2629,38,18955,2012
4,0,2,1,2316,37,18955,2013
2,0,1,0,1418,24,18955,2014
3,0,0,4,1398,22,18955,2015
11,1,1,4,2787,33,18955,2016
5,0,1,3,3301,38,18955,2017
3,0,1,0,766,12,18955,2019
12,0,5,7,2708,33,18958,2012
4,0,11,11,2254,38,18958,2013
4,0,18,14,3077,43,18958,2014
4,0,7,2,1282,27,18958,2015
2,0,4,1,817,18,18958,2016
4,0,1,1,1341,28,1896,2012
3,0,0,1,1012,23,1896,2013
3,1,0,0,1345,20,1896,2014
10,0,0,3,2053,23,1896,2015
0,0,0,0,124,5,189600,2019
3,0,2,2,1019,23,189604,2018
1,0,2,0,410,15,189604,2019
0,0,0,0,25,3,189604,2020
0,0,2,0,703,18,189604,2022
0,0,0,0,90,1,189637,2017
9,0,3,2,1725,29,189640,2021
0,0,0,0,47,1,189715,2013
2,0,0,1,241,7,189715,2015
5,0,0,0,1415,23,189715,2016
3,0,1,1,1074,17,189715,2017
6,0,2,3,2162,28,189715,2018
5,0,4,5,1959,28,189715,2019
4,0,3,1,1382,25,189715,2020
8,0,1,3,1883,25,189715,2021
5,0,2,3,2085,30,189715,2022
5,0,0,2,1229,20,189715,2023
0,0,0,0,61,2,189735,2013
3,0,1,0,272,8,189740,2012
0,0,6,0,1097,24,189740,2023
0,0,0,0,180,2,189744,2015
4,0,0,0,2700,30,189744,2018
1,0,0,0,2070,23,189744,2020
1,0,0,0,1980,22,189744,2021
1,0,0,0,2160,24,189744,2022
0,0,0,0,990,11,189744,2023
0,0,0,0,533,15,18975,2015
0,0,7,2,1931,30,18975,2016
0,0,0,0,211,6,18975,2017
1,0,1,0,289,6,189765,2015
3,0,0,0,900,10,18981,2012
1,0,0,1,630,7,18981,2014
2,0,1,0,722,10,18981,2017
2,0,2,2,1126,13,18981,2018
2,0,0,0,477,16,189839,2014
3,0,1,2,1416,24,189839,2015
0,0,0,0,2,2,189863,2013
3,0,4,0,1756,32,189940,2012
2,0,5,3,1285,22,189940,2013
1,0,1,3,844,17,189940,2014
1,0,1,0,510,11,189940,2015
0,0,0,0,276,9,189940,2016
0,0,2,0,444,9,189940,2017
1,0,0,0,73,4,189940,2018
1,0,2,5,1297,19,189989,2015
3,0,6,4,1410,25,189989,2016
3,0,3,4,1114,19,189989,2017
3,0,0,1,1774,20,18999,2012
4,1,2,0,1561,20,18999,2013
7,0,1,6,1888,26,190048,2016
1,0,0,0,405,5,190048,2017
0,0,6,1,1997,30,19013,2012
1,0,0,1,392,8,19013,2013
0,0,3,3,535,8,190146,2015
2,0,2,4,1112,23,190146,2016
9,0,2,4,2295,27,190146,2018
1,0,10,15,2950,34,190146,2020
3,0,3,14,2852,32,190146,2021
2,0,2,3,1266,22,190146,2023
3,1,0,0,555,11,190168,2015
0,0,0,0,8,1,190168,2016
3,0,0,0,584,7,190168,2017
4,0,2,0,2030,23,190168,2018
10,0,1,0,2745,31,190185,2012
12,0,1,1,2610,29,190185,2013
2,0,2,0,1964,23,190185,2014
3,0,2,0,2223,26,190185,2015
12,1,1,0,3086,35,190185,2016
11,1,1,0,2892,33,190185,2017
0,0,0,0,90,1,190185,2018
5,0,0,1,1241,15,190185,2019
5,0,0,0,2291,28,190185,2020
4,0,2,0,1904,22,190185,2023
0,0,0,0,360,4,190188,2012
1,0,0,0,210,2,190188,2013
0,0,0,0,90,1,190188,2016
1,0,0,0,900,10,190188,2017
0,0,0,0,300,3,190188,2018
0,0,0,0,360,4,190188,2019
0,0,0,0,1530,17,190188,2020
0,0,0,0,1260,14,190188,2021
0,0,0,0,945,11,190188,2022
0,0,0,0,900,10,190188,2023
1,0,0,0,720,8,190190,2019
3,0,0,0,1350,15,190190,2022
0,0,0,0,1620,18,190190,2023
0,0,0,0,20,1,190206,2012
0,0,1,0,90,1,190206,2013
2,0,7,2,2545,33,190222,2014
2,1,4,3,2628,33,190222,2015
4,0,10,6,3164,41,190222,2017
3,0,10,3,2518,35,190222,2018
0,0,5,4,2315,28,190222,2019
2,0,13,5,2642,34,190222,2020
3,0,5,1,1599,30,190222,2021
4,0,12,3,2560,32,190222,2022
2,0,1,1,919,21,190222,2023
1,0,0,0,2430,27,190263,2019
2,0,0,0,3495,39,190263,2020
2,0,0,0,3420,38,190263,2021
3,0,0,0,3240,36,190263,2022
1,0,0,0,2160,24,190263,2023
0,0,0,0,278,7,190269,2017
2,0,0,0,778,10,190269,2021
3,1,1,0,1424,20,190269,2022
5,0,0,0,682,16,190269,2023
0,0,0,0,90,1,190272,2015
0,0,0,0,540,6,190280,2016
0,0,0,0,90,1,190280,2017
1,0,0,0,2340,26,190280,2018
2,1,0,0,2189,25,190280,2019
0,0,0,0,2430,27,190280,2020
1,0,0,0,2340,26,190280,2021
1,0,0,0,1956,22,190280,2022
2,0,0,0,1620,18,190280,2023
0,0,0,0,20,2,190284,2014
0,0,0,0,228,8,190284,2015
2,0,1,0,889,15,190284,2016
4,0,3,4,3018,37,190284,2017
4,0,7,7,3522,39,190284,2018
6,0,1,4,3216,36,190284,2019
5,0,2,6,3423,38,190284,2020
3,0,2,2,2795,37,190284,2021
6,0,1,3,3247,43,190284,2022
4,0,2,3,2586,30,190284,2023
0,0,0,1,127,6,190289,2016
1,0,2,1,986,18,190289,2017
2,0,0,0,228,5,190289,2018
2,1,1,0,1200,26,190289,2019
0,0,5,7,2150,33,190289,2021
0,0,1,2,1112,26,190289,2022
1,0,0,1,279,9,190289,2023
0,0,0,0,450,5,190314,2021
1,0,0,0,530,7,190314,2022
0,0,0,0,8,1,190333,2012
0,0,0,0,181,6,190333,2013
0,0,0,0,134,6,190333,2014
1,0,1,0,195,10,190333,2015
0,0,0,0,97,3,190333,2016
2,0,1,0,301,11,190333,2017
0,0,0,0,47,5,190333,2022
9,1,2,2,2925,33,190338,2018
1,2,1,0,1738,22,190338,2019
4,0,0,0,1226,16,190338,2020
0,0,0,0,1,1,190358,2014
3,0,1,0,1299,23,190393,2013
1,0,7,3,3587,41,190393,2014
4,0,5,7,3211,40,190393,2015
3,1,13,7,3787,46,190393,2016
5,0,10,7,2384,40,190393,2017
0,0,1,0,81,4,190393,2018
1,0,4,5,1398,28,190393,2019
1,1,3,0,1325,24,190393,2020
0,0,3,3,1070,22,190393,2021
3,0,1,2,2045,30,190393,2022
3,0,1,0,1135,16,190393,2023
10,0,6,2,2625,39,19041,2012
11,0,4,3,3729,45,19041,2013
6,0,1,0,2562,33,19041,2014
0,0,0,0,375,7,19041,2015
2,0,0,1,856,24,19041,2016
4,0,1,1,1731,32,19041,2017
2,0,0,0,724,13,19041,2018
1,0,0,0,272,10,19041,2019
3,0,1,1,1749,30,19041,2021
2,0,2,3,1112,28,19041,2022
8,0,7,4,1490,24,190442,2016
1,0,0,1,348,7,190442,2017
4,0,1,1,465,9,190442,2021
13,0,4,4,3029,37,190442,2022
2,0,0,0,1574,22,19045,2012
0,0,0,0,300,12,190506,2017
2,0,1,2,885,20,190513,2017
7,0,2,3,2458,35,190513,2018
4,0,0,1,1103,16,190513,2019
5,0,1,1,1765,22,190513,2020
4,0,0,0,1557,19,190513,2021
6,0,1,1,1877,28,190513,2022
4,0,3,1,1598,20,190513,2023
2,0,5,2,2055,32,190543,2017
4,0,2,2,1395,19,190543,2018
6,0,6,0,1956,27,190543,2019
10,0,4,3,2785,32,190543,2020
9,0,1,3,1362,17,190543,2023
3,0,0,1,1737,27,190553,2013
5,0,0,1,984,19,190553,2014
2,0,0,0,363,7,190553,2015
4,0,0,0,1367,23,190553,2016
6,0,0,0,1631,30,19057,2012
3,0,3,0,1248,16,19057,2013
6,0,1,0,872,15,19057,2014
2,0,3,2,2919,38,19057,2015
0,0,0,0,131,4,19057,2016
7,0,0,0,1443,18,190576,2013
4,0,0,1,894,13,190576,2014
1,0,0,0,265,5,190576,2015
13,0,2,3,2818,32,19058,2012
8,0,1,4,3268,37,19058,2013
5,0,0,3,2232,26,19058,2014
4,1,1,0,1440,16,19058,2015
2,0,0,0,604,9,19058,2016
6,0,0,1,1191,14,19058,2017
0,0,0,0,774,9,19059,2012
4,0,0,0,3577,40,19059,2015
1,0,0,0,3387,39,19059,2016
0,0,0,0,2219,25,19059,2017
0,0,0,0,570,6,19059,2018
2,0,0,0,883,15,19061,2012
1,0,1,1,1219,17,19061,2013
2,0,1,1,2355,29,19061,2014
9,0,0,2,2979,33,19061,2015
4,0,1,0,1203,23,19062,2012
5,0,0,0,835,14,19062,2013
4,0,1,1,3105,35,19063,2012
7,0,0,1,2914,33,19063,2013
6,1,0,2,2598,32,19063,2015
5,0,0,0,2886,33,19063,2016
0,0,0,1,858,13,19063,2017
2,0,9,3,1839,30,190633,2012
1,0,1,2,862,17,190633,2013
2,0,4,8,1403,28,190633,2014
0,0,1,1,350,7,190633,2018
0,0,0,0,8,1,190634,2016
5,0,2,1,917,14,190634,2018
1,0,0,1,849,12,190634,2019
6,0,2,3,2071,30,190685,2014
0,0,2,1,1022,28,190685,2015
1,0,0,2,932,26,190685,2016
7,0,1,3,2785,44,190685,2017
6,0,1,1,2522,35,190685,2018
3,0,1,3,2168,27,190685,2019
2,0,0,3,886,17,190685,2020
1,0,1,0,276,12,190685,2021
0,0,0,0,2,1,190685,2022
0,0,0,1,204,5,190685,2023
5,0,3,0,1693,22,190705,2019
0,0,0,0,342,9,190719,2012
0,0,0,0,79,4,190719,2013
2,0,6,3,1281,24,190780,2014
3,0,6,3,1957,31,190780,2015
6,0,12,5,2567,34,190780,2016
5,0,12,3,3035,36,190780,2017
0,0,12,2,1376,19,190780,2018
0,0,0,0,470,6,190786,2013
1,0,0,0,3330,37,190786,2016
3,0,0,0,3420,38,190786,2017
0,1,0,0,2705,31,190786,2018
1,0,0,0,2034,23,190786,2019
3,0,0,0,3420,38,190786,2020
0,0,0,0,51,6,190804,2013
2,0,1,0,394,18,190804,2014
2,0,2,1,538,16,190804,2015
2,0,11,2,1737,36,190804,2017
4,0,0,0,887,10,19081,2015
0,0,0,0,95,2,19081,2016
0,0,0,0,2,1,19081,2018
9,0,0,1,2367,29,190811,2015
7,0,0,0,1323,20,190811,2016
4,0,0,0,1328,21,190811,2017
7,0,0,0,2892,33,19083,2012
4,0,0,0,3047,35,19083,2013
4,1,0,2,2731,35,19083,2014
0,0,0,0,1563,20,19083,2015
0,0,0,0,533,8,19083,2016
0,0,0,0,6,1,19083,2017
0,0,1,0,794,16,190831,2013
0,0,0,0,180,2,190831,2014
0,0,1,0,86,4,190831,2016
0,0,1,1,354,5,190831,2019
0,0,0,0,200,5,190831,2020
1,0,0,0,242,4,19085,2012
9,0,6,3,2384,34,19085,2013
6,0,4,1,1265,20,19085,2014
1,0,0,0,275,12,19085,2015
0,0,0,0,8,1,190853,2012
1,0,0,0,200,3,190853,2013
7,0,1,2,1118,21,19087,2012
3,0,2,1,835,17,19087,2013
2,0,2,3,1016,12,19087,2014
0,0,1,0,268,11,190874,2013
0,0,2,0,147,7,190874,2014
3,1,4,1,1500,27,190874,2016
0,0,0,0,505,11,190874,2017
1,1,3,1,1225,20,190874,2019
2,0,0,0,1904,22,190909,2015
4,0,0,0,2340,26,190909,2016
2,0,0,0,900,10,190909,2017
2,0,0,0,2160,24,190909,2018
0,0,0,0,75,2,190911,2012
1,0,1,0,263,4,190911,2015
10,0,0,0,1826,26,190911,2016
3,0,0,1,1300,18,190911,2017
13,0,0,1,2284,29,190911,2018
6,0,0,0,1198,15,190911,2019
2,0,0,0,600,12,190917,2014
0,0,1,0,719,12,190917,2015
3,0,0,0,1892,28,190917,2016
2,0,3,3,2265,26,190917,2017
0,0,1,1,1619,20,190917,2018
1,0,1,1,999,16,190917,2019
3,0,2,0,1703,20,190917,2020
4,0,1,5,2918,35,190941,2020
7,0,3,1,1865,30,190941,2021
4,0,2,1,943,15,190941,2022
0,0,0,0,26,1,19104,2012
1,0,17,5,1686,24,19104,2013
3,0,8,5,1872,33,19104,2015
2,0,6,1,1316,30,19104,2016
0,0,1,0,264,10,19104,2017
0,0,0,0,68,1,191056,2013
0,0,0,0,315,4,191056,2017
1,0,0,0,3420,38,191056,2018
3,0,0,0,3330,37,191056,2022
3,0,0,0,2520,28,191056,2023
2,0,0,2,2172,27,19108,2012
1,0,0,1,1155,13,19108,2013
2,0,0,0,2341,27,19108,2015
3,0,0,2,2465,30,19108,2016
0,0,0,0,667,8,19108,2018
5,0,9,8,4563,52,19112,2012
2,0,5,5,2970,33,19112,2013
7,0,5,4,3031,34,19112,2014
4,0,5,5,2816,32,19112,2015
3,0,3,2,2595,29,19112,2017
3,0,0,5,2052,30,19112,2018
4,0,4,3,2628,34,19112,2019
0,0,0,0,1127,23,19112,2020
0,0,0,0,180,2,19114,2017
0,0,0,0,238,3,19114,2020
0,0,0,0,776,13,191182,2014
0,0,0,0,79,2,191182,2015
2,0,0,0,341,5,191182,2016
9,0,0,0,1730,24,191182,2021
0,0,2,0,177,5,191189,2013
0,0,0,2,918,13,191189,2014
1,0,0,1,443,7,191189,2015
2,0,0,0,667,8,19119,2012
0,0,0,0,271,4,19119,2017
0,0,0,0,1,1,191190,2012
0,0,0,0,27,1,191192,2013
0,0,0,0,41,1,191211,2013
7,0,2,1,2167,27,191217,2014
3,0,1,8,3948,44,191217,2015
4,0,1,5,3234,42,191217,2016
7,0,3,5,3861,44,191217,2017
3,0,0,5,1533,19,191217,2018
3,0,1,0,1693,21,191217,2019
8,0,1,4,2772,34,191217,2020
2,1,0,5,2562,32,191217,2021
1,0,1,0,1018,20,191217,2022
0,1,0,0,1552,21,191217,2023
0,0,0,1,392,8,191257,2013
2,0,5,2,1985,29,191257,2014
4,0,2,0,875,26,191257,2015
6,0,3,4,1926,31,191257,2017
0,0,0,0,75,4,191257,2019
0,0,0,0,22,1,191258,2016
0,0,0,0,90,1,191284,2012
1,0,0,1,353,16,191359,2023
0,0,0,0,830,9,19136,2012
0,0,0,0,694,8,19136,2013
0,0,0,0,930,10,19136,2014
1,1,0,0,1347,16,19136,2016
0,0,0,0,180,2,19136,2017
7,1,1,0,2754,33,19138,2013
2,0,7,6,2828,32,19139,2012
1,0,0,4,1450,23,19139,2013
1,0,0,0,385,7,19139,2017
6,0,6,6,1902,36,191391,2013
9,0,4,6,1739,25,191391,2014
7,0,3,2,2142,33,191391,2015
2,1,4,0,990,24,191391,2016
2,0,0,5,1484,26,191391,2017
4,0,2,2,1716,26,191391,2018
0,0,4,3,813,21,191391,2019
5,0,9,4,2090,29,191391,2020
5,0,2,2,1762,31,191391,2021
1,0,0,0,219,10,191391,2022
3,0,6,1,1909,29,191391,2023
2,0,1,0,1667,20,191395,2014
4,0,0,1,2874,32,191395,2015
1,0,2,3,3150,35,191395,2016
2,0,1,2,2443,28,191395,2017
0,0,0,0,880,11,191395,2018
2,0,0,0,430,7,191395,2019
0,0,0,0,21,5,191399,2013
2,0,0,2,1079,13,191407,2016
6,1,1,1,2500,33,191407,2017
7,0,2,2,2677,32,191407,2018
3,0,0,5,1440,16,191407,2019
3,1,0,1,3011,35,191407,2020
0,0,0,0,90,1,191409,2012
0,0,0,0,56,3,191422,2014
6,0,5,9,2594,41,191422,2015
5,0,3,7,3356,42,191422,2016
5,0,0,6,1831,34,191422,2017
3,0,1,0,1236,22,191422,2018
1,0,0,1,585,14,191422,2019
6,0,2,2,2053,31,191422,2020
8,0,2,7,2231,30,191422,2021
1,0,0,1,418,10,191422,2022
1,1,0,1,721,17,191422,2023
0,0,0,0,270,3,191556,2023
6,0,4,4,1877,31,191614,2013
7,0,1,0,2002,35,191614,2014
4,0,2,0,1977,23,191614,2015
13,0,4,4,2510,29,191614,2016
14,0,3,4,2447,28,191614,2017
3,0,1,1,1566,24,191614,2018
10,0,2,4,3186,44,191614,2019
9,0,1,2,3488,45,191614,2020
8,0,4,7,2723,39,191614,2021
8,0,5,5,1971,50,191614,2022
3,1,0,2,1398,17,191614,2023
0,0,0,0,69,3,191631,2017
0,0,0,0,110,3,191643,2015
0,0,0,0,90,1,191654,2013
0,0,0,0,45,2,191680,2013
1,0,1,0,200,4,191707,2018
0,0,0,1,187,6,191707,2019
2,1,1,1,1578,18,191707,2020
0,0,0,0,64,2,191792,2014
1,0,0,0,295,4,191792,2015
1,0,0,0,350,4,191792,2016
0,0,0,0,95,3,191813,2014
9,1,0,0,1987,26,19182,2012
0,0,1,0,184,7,191820,2015
1,0,0,0,45,1,191828,2012
0,0,0,0,46,1,191828,2013
4,0,2,0,2064,24,191829,2012
5,0,3,2,3310,37,191829,2013
2,0,2,0,2857,33,191829,2014
1,0,0,0,569,7,191829,2015
6,0,0,1,1594,18,191829,2016
2,0,1,0,1262,16,191829,2017
9,0,2,1,2790,31,191829,2019
5,0,4,0,2345,27,191829,2020
3,0,5,1,3076,35,191829,2021
5,0,0,2,2864,33,191829,2022
2,0,5,12,3180,39,191830,2012
5,0,1,4,2937,37,191830,2013
2,0,3,2,1317,26,191830,2014
4,0,0,2,948,17,191830,2015
0,0,1,0,705,19,191834,2017
1,0,5,4,2072,29,191834,2018
0,0,7,3,1414,20,191834,2019
1,0,0,0,669,15,191850,2014
0,0,0,0,120,1,191852,2013
0,0,0,0,90,1,191853,2012
1,0,0,0,1530,17,191853,2013
0,0,0,0,1170,13,191853,2015
2,0,0,0,1890,21,191853,2016
1,0,0,0,1710,19,191853,2017
1,0,0,0,750,8,191853,2021
0,0,0,0,1350,15,191853,2022
3,0,0,1,1990,23,191854,2012
9,0,0,3,3001,34,191854,2013
4,0,1,3,1332,18,191854,2014
2,0,2,0,853,14,191854,2015
6,0,2,2,2395,30,191854,2016
3,0,0,1,1445,19,191854,2017
1,0,0,0,94,2,191855,2012
0,0,0,0,124,6,191855,2014
0,0,3,0,319,12,191856,2012
0,0,0,0,180,2,191866,2013
6,0,5,2,3020,34,191870,2012
7,0,2,2,3398,38,191870,2013
5,1,3,1,3630,40,191870,2014
7,0,0,0,2659,32,191870,2015
7,1,2,2,3121,35,191870,2016
1,0,0,2,92,8,191891,2012
1,0,2,0,660,20,191891,2013
4,0,23,9,2203,34,191891,2014
3,0,24,12,3277,42,191891,2015
3,0,8,1,872,23,191891,2016
2,0,6,0,543,17,191891,2017
7,0,20,4,3153,47,191891,2018
6,0,14,0,2109,35,191891,2019
2,0,9,1,1225,15,191891,2020
2,0,11,2,1769,28,191891,2021
5,0,9,1,2255,41,191891,2022
2,1,5,1,778,24,191891,2023
0,0,2,1,515,15,191895,2018
2,0,0,2,624,7,191895,2019
0,0,0,0,32,2,191902,2017
0,0,0,0,2,1,191902,2018
2,0,1,2,951,13,191903,2014
1,0,0,1,254,16,191949,2012
0,0,0,0,350,10,191949,2013
2,0,2,3,1026,24,191949,2018
1,0,1,1,819,11,191949,2019
2,0,0,0,290,5,191957,2012
0,0,0,0,26,1,191987,2014
1,0,0,0,987,12,191987,2016
6,1,1,0,3147,35,191987,2017
3,0,0,0,1010,16,191987,2018
3,0,0,0,1499,19,191987,2019
6,0,2,0,3234,38,191987,2020
1,0,0,0,197,3,191987,2022
3,0,0,0,963,24,192009,2014
2,0,2,0,1256,24,192009,2016
1,0,0,0,128,4,192009,2018
6,0,1,4,1976,30,192009,2019
7,0,3,0,1740,31,192009,2020
5,0,0,1,1297,30,192009,2021
2,0,1,2,1321,36,192009,2022
5,0,1,3,1461,24,192009,2023
1,0,0,0,639,9,192018,2012
5,0,1,0,2329,28,192018,2013
0,0,0,0,481,8,192035,2013
2,2,7,2,1929,28,192043,2018
0,0,0,0,35,1,192077,2014
6,0,0,2,2186,27,192077,2016
5,0,0,1,2673,31,192077,2017
3,0,0,1,1972,24,192077,2018
2,0,1,1,2565,29,192077,2019
5,0,0,6,2866,32,192077,2020
4,0,0,2,2002,26,192077,2021
6,0,0,0,2314,28,192077,2022
0,0,0,0,270,3,192080,2016
3,0,0,0,3204,36,192080,2017
0,0,0,0,194,3,192080,2018
1,0,0,0,3420,38,192080,2019
1,0,0,0,2880,32,192080,2020
1,0,0,0,3600,40,192080,2021
3,1,0,0,3262,37,192080,2022
2,0,0,0,1796,20,192080,2023
3,0,1,1,1548,25,192089,2015
1,0,0,1,817,11,192089,2016
3,0,1,0,1051,21,192124,2012
1,0,1,1,897,13,192124,2013
0,0,0,1,98,2,192124,2014
0,0,0,0,54,3,192167,2017
2,0,1,3,1457,18,192167,2019
0,0,0,1,490,7,192167,2020
0,0,0,0,101,3,192169,2016
1,0,0,0,1853,22,192169,2023
2,0,0,0,773,11,192192,2017
0,0,0,0,17,1,192266,2014
1,0,0,0,2016,23,192279,2016
3,0,0,0,2790,31,192279,2017
3,0,0,0,4530,50,192279,2018
1,0,0,0,3720,41,192279,2019
1,0,0,0,1215,14,192279,2020
1,0,0,0,751,9,192279,2021
3,0,0,0,3465,39,192279,2022
2,0,0,0,1650,18,192279,2023
1,0,0,0,683,11,192294,2014
0,0,0,0,59,1,192294,2017
2,0,0,0,496,7,19230,2013
4,0,0,1,1121,20,192300,2015
3,0,0,0,560,12,192300,2016
5,0,0,0,2054,27,192300,2021
0,0,0,0,108,8,192347,2013
8,0,5,5,2142,27,192347,2014
6,0,6,2,1221,22,192347,2015
2,0,2,0,841,16,192360,2015
7,0,1,2,3182,40,192360,2016
4,0,3,1,2665,33,192360,2017
6,0,1,0,1138,15,192360,2018
0,0,1,0,343,4,192360,2019
1,0,0,1,900,10,192364,2022
1,0,0,0,635,12,192364,2023
10,0,4,1,2011,27,192409,2012
9,0,4,4,2170,33,192409,2014
2,0,4,2,1108,24,192409,2015
3,1,2,4,1412,20,192409,2016
1,0,0,0,765,9,19249,2012
4,1,0,1,1805,23,192492,2018
2,0,0,1,840,10,192492,2019
0,0,0,0,10,2,192498,2013
0,0,1,3,802,14,192500,2012
0,0,0,2,1106,18,192500,2013
0,0,1,3,963,17,192500,2014
0,0,0,2,180,2,192504,2014
0,0,0,0,1,1,192505,2012
1,0,3,2,1601,30,192505,2013
0,0,0,0,360,4,192507,2017
1,0,0,0,540,6,192507,2018
2,0,0,0,296,6,192526,2015
2,0,2,0,220,9,192526,2016
