BirthCountry,SubPosition,Position,Height,CurrentPay,HighestPay,YellowCards,RedCards,Goals,Assists,Minutes,Games,YellowLastSeason,RedLastSeason,GoalsLastSeason,AssistsLastSeason,MinutesLastSeason,GamesLastSeason,ShootoutGoals,ShootoutAppearances,BirthYear,Name
Brazil,Defensive Midfield,Midfield,185,30000000,80000000,12,2,9,4,3158,39,12,0,2,4,3551,48,0,0,1992,Dana Hamill
England,Centre-Back,Defender,194,20000000,70000000,6,0,1,1,2386,35,8,0,1,0,1940,28,0,0,1993,Jack Conroy
France,Centre-Forward,Attack,181,15000000,65000000,0,0,5,3,1533,37,1,0,6,3,1192,23,0,0,1995,Fredrick Kling
England,Left-Back,Defender,178,38000000,42000000,12,0,1,4,3101,37,10,0,0,4,1982,28,0,0,1995,Aubrey Senger
Sweden,Centre-Back,Defender,187,18000000,35000000,3,0,1,1,2799,39,3,0,0,0,2368,29,0,0,1994,Edmund Gleichner
Scotland,Attacking Midfield,Midfield,178,12000000,12000000,3,0,2,3,2792,40,1,0,1,0,997,18,0,0,1995,Hubert Rempel
Brazil,Central Midfield,Midfield,169,19000000,50000000,7,1,3,8,2544,48,8,0,4,4,1843,36,0,0,1993,Shannon Rohan
Portugal,Attacking Midfield,Midfield,179,70000000,90000000,14,0,15,16,5174,59,12,0,8,9,4001,46,0,0,1994,Elijah Huel
England,Central Midfield,Midfield,175,10000000,20000000,3,1,0,1,1649,28,3,0,0,2,1543,19,0,0,1997,Gerald Murphy
England,Centre-Forward,Attack,186,25000000,25000000,3,0,17,5,3578,41,1,0,3,3,1348,16,0,0,1997,Moses Blanda
England,Left Winger,Attack,185,70000000,85000000,2,1,20,10,4132,55,4,0,13,5,2553,41,0,0,1997,Bryant Heidenreich
Colombia,Defensive Midfield,Midfield,179,20000000,25000000,7,0,3,1,3125,36,3,0,2,0,1530,17,0,0,1994,Austin Swift
Netherlands,Central Midfield,Midfield,184,9000000,55000000,0,0,0,0,66,3,1,0,1,0,751,18,0,0,1997,Cary Koelpin
Denmark,Central Midfield,Midfield,193,22000000,22000000,7,0,5,2,2948,40,1,0,4,1,1337,18,0,0,1996,Rufus Keeling
Portugal,Right-Back,Defender,183,35000000,40000000,8,0,2,2,3647,47,10,0,1,2,3343,38,0,0,1999,Carlton Schmitt
Ireland,Goalkeeper,Goalkeeper,191,3500000,3500000,1,0,0,0,360,4,0,0,0,0,1035,12,0,0,1999,Jesus Jakubowski
Argentina,Centre-Back,Defender,185,20000000,22000000,11,0,4,2,2807,37,3,0,0,0,2482,31,0,0,1997,Mathew Sporer
England,Right-Back,Defender,183,20000000,40000000,6,0,0,2,3144,42,0,0,0,1,814,11,0,0,1997,Leonard MacGyver
England,Centre-Back,Defender,190,16000000,18000000,3,0,0,0,2183,27,1,0,0,2,630,7,0,0,1998,Nathan Schneider
Argentina,Centre-Back,Defender,175,50000000,50000000,6,0,1,1,1950,27,8,0,0,0,2747,34,0,0,1998,Robert Welch
England,Centre-Back,Defender,190,7000000,13000000,3,0,0,0,1301,19,5,0,0,0,1432,16,0,0,1997,Levi Willms
Sweden,Left Winger,Attack,178,18000000,25000000,1,0,4,6,1654,30,0,0,3,3,1824,40,0,0,2002,Ramon Bernier
England,Right-Back,Defender,174,1000000,9000000,8,0,0,3,2467,34,4,0,0,1,1575,18,0,0,1991,Malcolm King
Denmark,Central Midfield,Midfield,182,13000000,100000000,2,0,1,5,2281,38,3,0,3,11,2660,34,0,0,1992,Brent Tillman
Spain,Left Winger,Attack,180,30000000,30000000,5,0,8,5,2211,47,2,0,2,2,435,13,0,0,2004,Kevin Windler
Slovenia,Central Midfield,Midfield,178,3800000,6000000,2,0,2,3,1362,25,2,0,8,3,2103,31,0,0,1994,Willard Hahn
Belgium,Centre-Forward,Attack,185,7500000,40000000,3,0,11,2,1286,27,8,0,17,2,1965,33,0,0,1993,Ernest Stroman
Brazil,Defensive Midfield,Midfield,181,3000000,7000000,7,0,2,2,2642,40,3,0,1,3,1515,20,1,1,1992,Guy Turner
T?rkiye,Right Winger,Attack,176,9000000,11500000,6,2,11,8,2303,39,7,1,9,7,2324,36,0,0,1995,Claude Hettinger
Germany,Defensive Midfield,Midfield,180,900000,1400000,2,0,0,0,1198,23,0,0,0,0,724,11,0,0,1997,Dale Davis
Hungary,Centre-Back,Defender,192,10000000,15000000,3,0,2,1,2044,24,7,0,2,1,3145,40,0,0,1998,Victor Morissette
Denmark,Right Winger,Attack,169,2500000,5000000,3,0,1,1,551,20,8,0,8,4,2225,37,0,0,1997,Gregory Hand
T?rkiye,Goalkeeper,Goalkeeper,198,10000000,16000000,1,0,0,0,1530,17,3,0,0,1,3630,40,0,0,1998,Pablo Collier
Nigeria,Right-Back,Defender,175,8500000,9000000,12,0,2,5,2076,29,6,0,0,2,2832,40,0,0,1997,Abraham Jones
Netherlands,Left-Back,Defender,174,20000000,20000000,5,0,4,6,3663,41,7,0,0,2,2919,35,0,0,1999,Justin O'Connell
Germany,Centre-Back,Defender,187,600000,20000000,2,0,1,1,2553,32,1,0,0,0,630,7,0,0,1989,Earnest Daniel
T?rkiye,Centre-Back,Defender,183,1200000,5000000,3,0,0,2,1067,15,9,0,2,1,2131,28,0,0,1990,Darryl Hayes
France,Central Midfield,Midfield,186,6000000,10000000,4,0,1,2,1161,24,8,0,2,4,2370,33,0,0,1996,Rafael Crooks
T?rkiye,Left-Back,Defender,177,375000,3750000,8,0,3,5,2577,30,9,0,2,4,2592,29,0,0,1988,Abel Nicolas
T?rkiye,Left-Back,Defender,186,1200000,1300000,2,0,0,0,1008,22,1,0,0,1,1164,20,0,0,2000,Patrick Hane
T?rkiye,Right-Back,Defender,173,3500000,4000000,4,1,0,4,3081,37,2,0,0,3,2310,29,0,0,2000,Harold Moen
T?rkiye,Central Midfield,Midfield,180,400000,4200000,1,0,1,2,452,14,5,1,1,2,1378,24,0,0,1991,Jared Kris
T?rkiye,Centre-Back,Defender,184,325000,5750000,7,0,1,1,3092,35,4,0,3,0,2016,28,0,0,1988,Ira Luettgen
Norway,Left Winger,Attack,187,3500000,20000000,2,0,3,3,859,25,5,0,4,1,1773,27,0,0,1992,Andrew Littel
England,Right-Back,Defender,173,350000,2400000,1,0,0,0,1107,14,6,0,0,2,2064,25,0,0,1992,Wendell Bode
Cape Verde,Centre-Forward,Attack,184,300000,10000000,2,0,1,0,391,12,0,0,2,1,445,9,0,0,1991,Doyle Greenfelder
T?rkiye,Centre-Forward,Attack,191,1000000,1500000,1,0,12,1,1761,26,1,0,12,3,2326,31,0,0,1993,Kristopher Dickens
T?rkiye,Goalkeeper,Goalkeeper,184,600000,600000,3,0,0,0,1980,22,3,0,0,0,1451,17,0,0,1994,Ignacio Hyatt
T?rkiye,Defensive Midfield,Midfield,185,650000,1500000,3,0,1,0,862,21,8,0,2,0,2484,33,0,0,1992,Maurice Wolff
France,Right Winger,Attack,184,1000000,2500000,1,0,1,0,183,13,2,0,2,3,1207,25,0,0,1995,Roberto Gislason
T?rkiye,Defensive Midfield,Midfield,178,1800000,1800000,4,0,0,1,1795,23,1,0,0,1,671,14,0,0,2000,Forrest Homenick
France,Central Midfield,Midfield,178,400000,1500000,1,0,1,0,537,14,2,0,0,0,1730,32,0,0,1992,Cesar Williamson
France,Central Midfield,Midfield,182,500000,1800000,1,0,0,0,386,6,6,0,0,1,1660,29,0,0,1998,Andy Rolfson
Morocco,Centre-Forward,Attack,182,3500000,5000000,2,0,15,1,2110,31,4,0,15,2,2536,30,0,0,1993,Shannon Bailey
Portugal,Attacking Midfield,Midfield,175,100000,2500000,7,0,0,0,942,14,8,1,0,4,1744,24,0,0,1987,Jimmie Buckridge
T?rkiye,Centre-Forward,Attack,191,5000000,5000000,3,0,5,3,1610,37,3,0,4,2,521,22,0,0,2002,Bryan Crooks
France,Centre-Forward,Attack,182,2800000,25000000,5,0,10,3,1371,31,2,0,9,2,1105,27,0,0,1991,Carroll Nikolaus
Greece,Attacking Midfield,Midfield,183,3000000,10000000,8,0,9,18,2348,33,0,0,2,1,238,7,0,0,1992,Forrest Koepp
Netherlands,Left Winger,Attack,173,1500000,9000000,1,0,2,3,1127,25,1,0,6,2,894,23,0,0,1990,Darnell Lueilwitz
Greece,Goalkeeper,Goalkeeper,192,400000,450000,1,0,0,0,1290,14,1,0,0,0,2340,26,0,0,1994,Angel Dickens
Brazil,Right-Back,Defender,177,1500000,2000000,9,0,2,5,2909,35,,,,,,,1,1,1992,Howard Leffler
UdSSR,Centre-Back,Defender,189,200000,16000000,5,0,0,0,1289,15,3,0,0,0,1676,19,0,0,1986,Leroy Roob
Spain,Attacking Midfield,Midfield,172,6000000,6000000,7,0,6,5,1834,32,1,0,12,7,2588,31,0,0,1996,Orville Wiza
Mali,Defensive Midfield,Midfield,177,2500000,20000000,0,0,1,1,647,14,5,0,0,0,1085,20,0,0,1996,Brett Littel
Greece,Left Winger,Attack,184,5000000,10000000,5,0,7,4,1938,38,6,0,9,4,2534,39,0,0,1994,David Abbott
Greece,Centre-Back,Defender,186,800000,28000000,4,0,1,0,1056,13,8,0,1,0,1945,23,0,0,1988,Sammy Lueilwitz
Greece,Centre-Forward,Attack,183,450000,500000,2,0,4,1,1250,24,5,0,8,2,1822,25,0,0,1991,Vernon Conroy
Moldova,Left-Back,Defender,177,5000000,5000000,6,1,0,3,1939,27,8,0,0,4,3298,38,0,0,1998,Ray Paucek
Greece,Centre-Back,Defender,190,2500000,2500000,2,2,0,0,2056,27,2,0,0,1,945,11,0,0,2003,Marcus Gislason
Greece,Goalkeeper,Goalkeeper,197,800000,2500000,3,0,0,0,3290,37,2,0,0,0,2280,25,0,0,1989,Van Osinski
France,Centre-Forward,Attack,183,500000,7500000,1,0,6,2,774,27,2,0,8,6,1902,41,0,0,1987,Julian Wisozk
Uruguay,Central Midfield,Midfield,174,300000,1800000,5,0,0,1,705,12,10,0,2,1,1988,24,0,0,1990,Melvin Nitzsche
Spain,Left-Back,Defender,178,400000,2500000,0,0,1,1,1907,25,2,0,1,1,1021,12,0,0,1991,Percy Jast
Finland,Right-Back,Defender,172,500000,500000,3,0,1,4,2116,25,3,1,0,1,2020,24,0,0,1993,Randy Ferry
Greece,Centre-Back,Defender,183,700000,900000,9,0,0,1,2250,25,7,0,2,0,2283,26,0,0,1995,Terrance Smitham
Sweden,Right-Back,Defender,175,500000,1500000,7,0,0,4,1994,26,5,0,1,0,1404,20,0,0,1991,Larry Dietrich
Spain,Attacking Midfield,Midfield,184,750000,2500000,3,0,6,3,1573,25,3,0,3,1,1386,19,0,0,1995,Cornelius Turner
Greece,Left Winger,Attack,177,200000,700000,3,0,1,0,327,15,2,0,2,0,538,12,0,0,1994,Terence Kilback
Portugal,Centre-Back,Defender,188,500000,750000,6,0,0,0,1606,21,5,0,0,0,1411,16,0,0,1997,Arthur Marks
Argentina,Defensive Midfield,Midfield,176,600000,600000,10,0,0,0,1841,22,7,0,0,0,1744,22,0,0,1993,Philip Price
Greece,Centre-Back,Defender,187,350000,700000,1,0,0,0,792,9,4,0,2,0,1325,16,0,0,2000,Kenneth Collier
Cyprus,Centre-Back,Defender,186,800000,800000,4,0,1,1,1417,19,5,0,0,0,1362,18,0,0,2000,Marcus Kessler
Greece,Centre-Back,Defender,185,500000,1000000,9,0,0,0,1786,22,7,0,0,1,931,14,0,0,1996,Taylor Spencer
Greece,Goalkeeper,Goalkeeper,189,1000000,1000000,2,0,0,1,1170,13,0,0,0,0,810,9,0,0,2001,Enrique Padberg
Argentina,Attacking Midfield,Midfield,179,200000,1650000,4,0,1,0,576,19,8,0,4,1,837,15,0,0,1989,Darren Gusikowski
Argentina,Centre-Forward,Attack,180,2500000,4000000,5,0,6,4,1602,30,4,0,8,5,1978,25,0,0,1992,Billy Daugherty
Argentina,Centre-Back,Defender,191,400000,1400000,8,0,7,0,2235,25,5,0,6,0,2160,24,0,0,1990,Paul Crist
Denmark,Defensive Midfield,Midfield,182,3000000,4000000,3,0,1,0,2087,33,4,0,0,0,1385,23,0,0,1993,Timothy Jacobson
France,Right-Back,Defender,183,2000000,23000000,3,1,1,2,1606,23,2,0,0,1,597,11,0,0,1992,Carlton Rohan
Greece,Goalkeeper,Goalkeeper,194,350000,900000,4,0,0,0,2160,24,1,0,0,0,990,11,0,0,1993,Darnell Reynolds
Greece,Goalkeeper,Goalkeeper,191,1500000,1800000,1,0,0,0,1741,20,1,0,0,0,810,9,0,0,1993,Lee Walsh
France,Centre-Back,Defender,191,5000000,5000000,5,0,2,0,2439,28,4,0,1,0,1486,21,0,0,1997,Colin Heidenreich
Uruguay,Central Midfield,Midfield,176,250000,750000,12,0,0,0,1776,22,,,,,,,0,0,1993,Raymond Lakin
Netherlands,Central Midfield,Midfield,174,250000,400000,2,0,1,0,1700,23,0,0,0,0,442,8,0,0,1992,Angelo Conroy
Spain,Right Winger,Attack,167,1000000,1200000,1,0,1,1,423,11,7,0,4,6,2102,25,0,0,1998,Brian Rodriguez
Greece,Centre-Back,Defender,187,500000,500000,9,0,2,0,2001,23,2,0,0,0,1445,22,0,0,1995,Darrin Purdy
Romania,Centre-Forward,Attack,186,450000,600000,2,0,4,0,1555,25,1,0,3,0,451,11,0,0,1994,Christopher Jast
Greece,Defensive Midfield,Midfield,181,600000,600000,6,1,0,1,1915,22,5,0,0,0,1850,22,0,0,1996,Daryl Gerlach
Mexico,Central Midfield,Midfield,169,6500000,9000000,4,0,7,3,2514,37,3,0,4,1,1244,23,1,1,1996,Phil Ortiz
Greece,Right Winger,Attack,179,350000,600000,3,0,2,3,1856,23,2,0,2,0,1763,28,0,0,1993,Pedro Schoen
Trinidad and Tobago,Centre-Forward,Attack,182,12000000,12000000,1,0,9,5,1593,23,0,0,12,5,2209,29,0,0,1997,Tom Von
Spain,Right-Back,Defender,170,800000,800000,4,0,0,8,2250,25,4,1,0,2,2114,26,0,0,1996,Russell Monahan
Jugoslawien (SFR),Centre-Back,Defender,184,1500000,12000000,6,0,5,1,2762,32,4,0,1,1,2007,23,0,1,1989,Grady Kutch
Greece,Defensive Midfield,Midfield,185,300000,400000,3,0,1,0,541,15,3,0,1,0,1428,22,0,0,2000,Bruce Weber
Greece,Attacking Midfield,Midfield,183,500000,500000,8,0,1,2,1283,22,2,0,0,1,676,13,0,0,2001,Darrel Haag
Netherlands,Right Winger,Attack,179,400000,6000000,8,0,7,3,1720,31,2,0,4,3,1244,23,0,0,1987,Caleb Moen
Greece,Left-Back,Defender,175,450000,500000,2,0,0,1,920,12,2,0,0,1,720,8,0,0,2000,Roger Hermann
Switzerland,Left Winger,Attack,182,2000000,10000000,4,0,8,6,2181,39,0,0,2,1,1185,19,0,0,1991,Timothy Abernathy
Iran,Left-Back,Defender,178,800000,1500000,3,0,0,3,2538,30,4,0,0,0,1386,21,0,0,1990,Conrad Littel
Netherlands,Centre-Forward,Attack,183,500000,1250000,0,0,1,0,531,14,6,0,10,0,1379,18,1,1,1990,Abraham Hirthe
Netherlands,Centre-Back,Defender,184,1500000,1500000,7,0,0,0,2839,34,7,0,0,0,2224,26,1,1,1991,Dana Parker
Spain,Left-Back,Defender,179,700000,2500000,4,0,0,4,1844,26,5,0,1,2,2589,30,0,0,1990,Charlie Kutch
Iceland,Centre-Back,Defender,191,2000000,5000000,1,0,1,0,1184,14,2,0,1,0,1428,18,0,0,1993,Lamar Klein
Italy,Goalkeeper,Goalkeeper,188,1800000,1800000,3,0,0,0,2780,31,3,0,0,1,2430,27,0,0,1991,Omar McCullough
Greece,Defensive Midfield,Midfield,181,1500000,2000000,5,0,1,2,1099,17,6,0,0,1,1136,23,0,0,1993,Charles Stroman
Brazil,Left Winger,Attack,164,2500000,20000000,5,0,4,5,2521,37,3,0,1,2,1021,13,1,1,1992,Warren Wehner
Slovenia,Centre-Forward,Attack,186,5000000,5500000,2,0,12,4,1525,35,2,0,7,3,1129,16,0,0,1994,Raul Langworth
Slovenia,Left Winger,Attack,183,2500000,7000000,4,0,3,0,1034,23,1,0,2,2,806,16,0,0,1993,Arthur Johnston
Argentina,Right Winger,Attack,169,3000000,4500000,4,0,7,9,2661,39,3,0,14,0,2301,31,1,1,1992,Neil Kohler
Slovenia,Central Midfield,Midfield,180,3000000,3000000,2,0,4,3,2047,33,5,0,2,1,1489,17,0,0,1999,Lance Ernser
Greece,Right-Back,Defender,183,800000,800000,1,0,0,3,1789,27,1,0,0,3,1710,23,1,1,1992,Edward Collins
Greece,Attacking Midfield,Midfield,180,350000,400000,2,0,0,0,747,11,3,0,0,0,1066,14,0,0,2001,Floyd Breitenberg
Greece,Centre-Forward,Attack,187,9000000,9000000,2,0,16,9,2296,40,3,0,8,2,1430,35,1,1,2000,Tommy Crona
Greece,Right-Back,Defender,182,2200000,2200000,4,0,0,0,1934,29,0,0,0,0,260,12,1,1,2001,Felix Fritsch
Spain,Right-Back,Defender,173,5000000,25000000,2,0,3,5,1651,37,6,0,4,1,2032,35,0,0,1991,Garry Raynor
Spain,Centre-Back,Defender,184,1500000,15000000,1,0,0,0,167,5,1,0,0,0,360,7,0,0,1997,Shane Connelly
Spain,Right-Back,Defender,176,3000000,30000000,0,0,0,1,428,13,0,1,1,0,877,12,0,0,1995,Javier Gusikowski
Spain,Left Winger,Attack,182,20000000,90000000,1,0,11,6,1802,43,2,0,9,4,1797,39,0,0,1996,Jared Rice
Spain,Central Midfield,Midfield,179,9000000,45000000,9,0,2,8,1954,45,2,0,0,2,617,30,0,0,1996,Nicholas Flatley
Uruguay,Central Midfield,Midfield,182,100000000,100000000,6,0,5,6,4599,59,6,0,9,5,3430,48,0,0,1998,Robin Reynolds
Brazil,Centre-Back,Defender,186,70000000,70000000,7,0,4,1,2980,35,8,1,5,2,3640,43,0,0,1998,Gerald Aufderhar
Ukraine,Goalkeeper,Goalkeeper,191,8000000,8500000,0,0,0,0,1350,15,0,0,0,0,930,10,0,0,1999,Josh Hegmann
Brazil,Right Winger,Attack,174,100000000,100000000,3,0,22,12,4267,61,4,0,14,12,3029,49,0,0,2001,Lee Kirlin
France,Defensive Midfield,Midfield,188,90000000,90000000,7,0,1,2,2611,47,8,0,2,4,2944,38,0,0,2000,Earl Green
Spain,Attacking Midfield,Midfield,174,8000000,8000000,0,0,6,2,1370,24,,,,,,,0,0,2001,Israel Rath
Spain,Centre-Back,Defender,180,5000000,35000000,11,2,1,1,3283,51,6,0,1,0,1924,35,0,0,1990,Francis Beer
Angola,Central Midfield,Midfield,182,90000000,90000000,17,0,0,2,3888,55,7,0,1,2,1829,44,0,0,2002,Dennis VonRueden
Germany,Centre-Back,Defender,190,25000000,50000000,8,0,0,1,4704,58,7,0,4,0,3529,44,0,0,1993,Pedro Raynor
Brazil,Centre-Back,Defender,187,2500000,22000000,9,1,0,0,2168,27,4,0,2,0,1359,19,0,0,1990,Chad Huels
Spain,Left-Back,Defender,171,2500000,8000000,2,0,0,2,1593,32,4,0,1,1,586,18,0,0,1997,Amos Hudson
Netherlands,Left Winger,Attack,172,11000000,25000000,6,0,9,2,2038,35,5,1,4,4,1756,28,0,0,1999,Ramiro Schuster
Portugal,Central Midfield,Midfield,176,20000000,20000000,4,0,0,4,2471,34,4,0,2,4,2304,33,0,0,2000,Josh DuBuque
Spain,Defensive Midfield,Midfield,178,6000000,25000000,3,0,1,0,1399,28,12,0,1,4,2344,34,0,0,2000,Emmett Daugherty
Georgia,Goalkeeper,Goalkeeper,197,30000000,30000000,3,0,0,0,4068,45,3,0,0,0,2730,30,0,0,2000,Manuel Stamm
United States,Central Midfield,Midfield,178,23000000,25000000,13,1,0,1,2678,43,10,0,1,2,1962,31,0,0,2002,Colin Hirthe
Spain,Centre-Forward,Attack,183,8000000,10000000,7,0,8,4,2655,41,2,0,6,1,1710,31,0,0,1999,Glen Koch
T?rkiye,Centre-Back,Defender,190,2500000,5000000,3,0,0,1,2148,27,1,0,0,0,1227,14,0,0,2000,Fred Ratke
Guinea,Central Midfield,Midfield,185,3000000,25000000,3,1,1,2,845,21,13,0,0,1,1377,24,0,0,2003,George Will
Spain,Right Winger,Attack,176,8000000,8000000,5,0,1,3,1464,29,1,0,0,0,19,2,0,0,2002,Kirk Hessel
Spain,Left-Back,Defender,182,2000000,5000000,1,0,0,1,536,15,2,0,0,0,904,16,0,0,2003,Gordon Witting
Spain,Centre-Back,Defender,191,10000000,10000000,1,0,0,0,1512,19,1,0,0,0,352,9,0,0,2004,Erick Runolfsson
Spain,Defensive Midfield,Midfield,181,1000000,14000000,8,0,0,1,1986,27,5,0,0,0,2546,31,0,0,1993,David Watsica
Spain,Centre-Forward,Attack,179,2000000,10000000,3,0,3,2,1866,34,7,0,6,4,1794,27,0,0,1991,Karl Ward
Spain,Defensive Midfield,Midfield,188,3500000,3500000,16,0,1,5,3442,41,10,1,0,8,2513,35,0,0,1994,Andy Monahan
Argentina,Centre-Forward,Attack,181,3000000,7000000,4,1,4,0,1430,38,3,1,5,1,1308,29,0,1,1997,Jeremy Howe
Argentina,Centre-Forward,Attack,183,7000000,15000000,8,1,9,3,2840,37,3,1,3,5,1453,23,0,0,1996,Curtis King
Guinea-Bissau,Central Midfield,Midfield,173,1800000,5000000,1,0,0,0,135,4,3,0,0,0,340,11,0,0,1999,Ervin Metz
Togo,Centre-Back,Defender,178,4000000,30000000,15,1,0,1,2911,36,12,0,0,1,2893,33,0,0,1991,Mike Boyle
Spain,Right Winger,Attack,177,2000000,12000000,4,0,6,2,2357,39,3,0,5,0,795,21,0,0,1995,Donnie Hauck
T?rkiye,Centre-Forward,Attack,187,25000000,25000000,3,0,10,1,1756,21,7,0,16,5,3095,36,0,0,1997,Herman Kuhn
Portugal,Centre-Back,Defender,192,3000000,12000000,13,1,1,0,2474,31,9,1,0,2,2497,30,0,0,1995,Drew Cruickshank
Spain,Central Midfield,Midfield,175,2500000,6000000,8,0,0,4,1865,28,4,0,2,2,2604,31,0,0,1994,Gordon Maggio
Spain,Central Midfield,Midfield,180,3000000,30000000,11,0,1,4,1821,38,9,0,3,3,2259,32,0,0,1998,Barry Dickinson
Spain,Centre-Forward,Attack,182,15000000,15000000,4,0,19,3,3067,41,5,0,10,1,2352,36,0,0,1997,Terrell Monahan
Paraguay,Centre-Back,Defender,188,3000000,10000000,11,1,1,2,2601,37,8,0,0,0,1887,22,0,0,1996,Philip Hills
Spain,Right-Back,Defender,187,2500000,3500000,5,0,0,2,2061,34,4,0,1,2,1553,26,0,0,1998,Myron Abbott
Uruguay,Centre-Back,Defender,184,10000000,10000000,12,0,1,0,2518,33,0,1,2,0,484,9,0,0,2000,Aaron Terry
Spain,Centre-Forward,Attack,192,3000000,3000000,6,0,6,0,1500,32,0,0,1,0,169,9,0,0,2001,Gerard Gulgowski
Spain,Right Winger,Attack,167,3500000,20000000,6,0,3,4,1935,42,5,0,1,2,1604,38,0,0,1992,Jesse Casper
Spain,Central Midfield,Midfield,178,2500000,20000000,1,1,3,1,1316,30,3,0,3,3,1664,32,1,1,1991,Johnathan Jaskolski
Spain,Centre-Forward,Attack,180,2500000,10000000,2,0,15,1,1924,37,3,0,12,8,1928,34,0,0,1987,Roger O'Conner
Colombia,Left-Back,Defender,185,2500000,5000000,2,0,1,1,1412,26,5,1,1,3,2204,27,0,0,1992,Chad Gibson
Spain,Central Midfield,Midfield,178,2500000,5000000,5,0,1,1,1472,31,4,0,1,0,870,17,0,0,1999,Herman Farrell
Nigeria,Left Winger,Attack,178,17000000,50000000,0,0,5,0,952,30,1,0,10,1,1619,26,1,1,1997,Arthur Thiel
Spain,Left-Back,Defender,184,12000000,22000000,11,1,1,4,1959,34,2,0,5,5,2233,36,0,0,1996,Neil Greenholt
Nigeria,Right Winger,Attack,172,23000000,30000000,0,0,9,5,2559,43,4,0,6,7,2113,40,0,0,1999,Gerardo Raynor
Argentina,Right-Back,Defender,187,25000000,25000000,7,0,1,1,3059,37,4,0,2,3,1640,25,0,0,1998,Blake Rutherford
Spain,Centre-Back,Defender,190,5000000,8000000,2,0,1,0,1829,27,5,2,0,0,1799,22,0,0,1999,Nick Wolf
Spain,Attacking Midfield,Midfield,174,25000000,25000000,16,1,7,10,2977,47,7,0,5,2,1024,18,0,0,2001,Willard Ratke
Spain,Central Midfield,Midfield,182,4000000,35000000,8,0,6,2,4012,47,4,0,3,9,3515,44,0,0,1989,Francis Dare
France,Defensive Midfield,Midfield,189,2000000,13000000,10,0,5,2,2644,42,8,0,2,5,2685,35,0,0,1988,Allen Langosh
Spain,Right-Back,Defender,174,1500000,6000000,5,0,0,0,821,19,1,0,0,3,2410,31,0,1,1991,Neil VonRueden
Senegal,Centre-Forward,Attack,188,35000000,35000000,14,0,18,5,2629,36,1,0,2,2,918,17,0,0,2001,Gregg Hartmann
Spain,Goalkeeper,Goalkeeper,188,700000,22000000,3,0,0,0,2730,30,0,0,0,0,690,7,0,0,1982,Frankie Krajcik
France,Centre-Back,Defender,184,2000000,20000000,3,0,1,0,2336,29,2,0,0,1,1301,20,0,0,1991,Leslie Mante
France,Centre-Back,Defender,190,3500000,8000000,6,2,1,1,3237,37,7,0,3,0,2750,32,0,0,1991,Ross Jones
Spain,Central Midfield,Midfield,170,3500000,12000000,6,0,1,3,1692,38,4,0,1,2,1171,28,0,0,1995,Gustavo Thiel
Spain,Left Winger,Attack,167,5000000,6000000,10,0,6,5,3171,39,5,0,6,5,3045,37,0,0,1992,Alejandro Sauer
Argentina,Attacking Midfield,Midfield,180,2000000,4000000,5,0,1,2,1985,37,14,0,3,4,2309,36,0,0,1988,Juan Klocko
Spain,Left-Back,Defender,169,15000000,15000000,2,0,2,6,2955,41,1,0,1,3,3162,36,0,0,1999,Francis Lind
Spain,Right Winger,Attack,169,12000000,12000000,4,0,7,3,3327,42,6,0,4,7,2497,37,0,0,1994,Josh Kilback
Spain,Central Midfield,Midfield,188,5000000,7500000,11,0,3,2,2571,41,11,0,1,0,2575,37,1,1,1996,Stuart West
Colombia,Centre-Forward,Attack,177,1200000,60000000,3,0,4,0,491,27,3,0,3,0,1041,29,0,0,1986,Justin Hudson
Spain,Centre-Back,Defender,194,5000000,8000000,15,1,1,1,3370,38,11,0,2,2,3360,37,0,0,1994,Willie Romaguera
Spain,Centre-Forward,Attack,182,4000000,10000000,4,0,4,3,2091,38,0,0,4,3,1195,17,0,0,2001,Dustin Schowalter
Spain,Central Midfield,Midfield,177,5000000,5000000,10,0,1,0,3081,38,12,0,0,0,2923,39,0,0,1994,Victor Maggio
France,Attacking Midfield,Midfield,189,1800000,4000000,3,0,1,0,1295,27,2,1,0,0,1062,30,0,0,1997,Ted Heidenreich
Spain,Goalkeeper,Goalkeeper,185,300000,2500000,0,0,0,0,405,5,0,0,0,0,90,1,0,0,1990,Caleb Hartmann
Spain,Left-Back,Defender,174,1000000,1500000,0,0,0,3,712,17,1,0,0,0,216,8,0,0,1998,Laurence Mosciski
Spain,Central Midfield,Midfield,180,8000000,16000000,3,0,5,5,3223,41,5,0,4,10,3077,35,0,0,1993,Alan Heidenreich
Portugal,Centre-Forward,Attack,184,1700000,15000000,3,0,5,0,792,26,3,1,2,0,885,25,0,0,1994,Douglas Breitenberg
Spain,Right-Back,Defender,175,1000000,2000000,6,0,0,0,1163,20,2,0,1,0,852,13,0,0,1993,Jeremiah Howell
Peru,Defensive Midfield,Midfield,185,5000000,20000000,10,0,0,0,1439,30,6,0,0,0,1032,26,0,0,1995,James Johnson
Spain,Right Winger,Attack,173,4000000,10000000,4,0,5,3,1988,29,1,0,3,3,1049,28,0,0,1998,Terence Botsford
Spain,Attacking Midfield,Midfield,174,2500000,15000000,10,0,4,3,1340,34,4,0,3,1,2136,37,0,0,1998,Owen Nitzsche
United States,Central Midfield,Midfield,177,3000000,3000000,9,0,0,5,2626,40,0,0,2,1,1396,22,0,0,1998,Levi Hayes
