BirthCountry,SubPosition,Position,Height,CurrentPay,HighestPay,YellowCards,RedCards,Goals,Assists,Minutes,Games,YellowLastSeason,RedLastSeason,GoalsLastSeason,AssistsLastSeason,MinutesLastSeason,GamesLastSeason,ShootoutGoals,ShootoutAppearances,BirthYear,Name
Spain,Centre-Back,Defender,186,6000000,20000000,9,0,1,1,3785,43,4,0,0,0,1575,18,0,0,1997,Derek Haley
Argentina,Left Winger,Attack,166,2000000,18000000,3,0,0,2,1439,34,6,1,4,7,2412,33,0,0,1994,Shawn Johns
Ghana,Centre-Back,Defender,181,4000000,8000000,5,0,2,1,2297,27,2,0,2,0,3215,36,0,0,1995,Brent Waelchi
Mexico,Centre-Back,Defender,195,5000000,8000000,10,0,3,0,2589,32,,,,,,,0,0,1997,Rodney Torp
Spain,Central Midfield,Midfield,165,6000000,18000000,4,0,0,1,2922,40,5,0,1,1,2990,37,0,0,1999,Jackie Crist
Norway,Centre-Forward,Attack,193,15000000,15000000,4,0,11,2,2435,41,8,0,10,7,2678,33,0,0,2000,Jim Williamson
Spain,Left-Back,Defender,172,7000000,12000000,6,0,0,2,2002,30,9,0,1,4,3281,37,0,0,1994,Darin Wuckert
Brazil,Defensive Midfield,Midfield,187,12000000,12000000,8,0,1,1,2876,40,11,0,1,0,2176,26,0,0,1999,Troy Hettinger
Spain,Centre-Forward,Attack,176,4000000,25000000,7,1,6,5,2993,40,5,0,17,7,3029,37,0,0,1987,Phil Dach
Sweden,Attacking Midfield,Midfield,187,2500000,5000000,0,0,1,1,268,12,1,0,0,0,82,3,0,0,2004,Curtis Heller
Germany,Centre-Forward,Attack,191,5000000,8000000,1,0,16,4,2860,44,1,0,14,5,3089,36,0,0,1990,Wm Daugherty
Argentina,Goalkeeper,Goalkeeper,195,28000000,35000000,9,0,0,0,3600,41,4,0,0,0,3185,36,0,0,1992,Boyd Hermiston
Belgium,Defensive Midfield,Midfield,188,11000000,32000000,0,1,1,0,657,22,1,0,2,1,1997,32,0,0,1995,Howard Schamberger
Sweden,Left-Back,Defender,181,3000000,12000000,2,0,0,3,1389,21,4,0,0,0,753,16,0,0,1994,Manuel Langosh
Spain,Right Winger,Attack,178,9000000,40000000,3,0,1,2,1086,28,0,0,3,4,1726,38,0,0,1996,Brent Marks
Portugal,Right-Back,Defender,177,15000000,40000000,12,0,0,1,3603,43,5,1,1,3,1922,28,0,0,1993,Lonnie Simonis
Portugal,Goalkeeper,Goalkeeper,192,16000000,18000000,3,0,0,0,3443,39,2,0,0,0,3285,37,0,0,1993,Benny Lesch
Portugal,Right Winger,Attack,165,13000000,25000000,4,0,11,3,1727,34,6,0,7,2,2502,36,1,1,1995,Pete Ferry
"Korea, South",Centre-Forward,Attack,177,22000000,22000000,6,0,15,3,2282,37,1,0,1,4,1487,32,0,0,1996,Vincent Emard
Portugal,Central Midfield,Midfield,170,800000,30000000,6,0,2,1,1739,37,4,0,2,2,2947,37,1,1,1986,Chad Zemlak
Ireland,Centre-Back,Defender,193,25000000,25000000,2,0,1,1,2072,30,3,2,2,0,2693,31,0,0,2001,Sheldon Will
Brazil,Centre-Forward,Attack,183,32000000,32000000,5,0,8,6,2768,41,3,0,4,7,1330,37,0,0,1999,Carlton Purdy
England,Centre-Back,Defender,194,35000000,35000000,7,0,1,0,3749,42,1,0,0,0,3049,34,0,0,1997,Leon Mayer
France,Left-Back,Defender,180,28000000,28000000,7,0,0,0,1858,31,5,0,3,5,2193,31,0,0,2001,Dominic Wisoky
Brazil,Central Midfield,Midfield,183,55000000,55000000,5,0,1,4,2587,41,6,0,2,3,2771,38,0,0,1998,Geoffrey Gleichner
Guinea-Bissau,Centre-Back,Defender,187,14000000,14000000,5,0,2,2,2427,34,3,0,0,0,713,10,0,0,1999,Barry Crooks
Spain,Left-Back,Defender,180,6000000,6000000,1,0,0,0,1189,27,1,0,0,1,673,9,0,0,2002,James Runolfsson
France,Centre-Forward,Attack,182,4000000,10000000,10,0,5,8,3416,44,2,0,3,3,2053,33,0,0,1991,Leroy Moen
Cote d'Ivoire,Left Winger,Attack,180,17000000,55000000,3,0,7,3,2143,33,4,0,16,3,2968,34,0,0,1992,Glen Abernathy
Germany,Left Midfield,Midfield,178,7000000,12000000,4,0,4,3,2480,38,6,0,2,3,2917,39,0,0,1992,Courtney Price
England,Centre-Back,Defender,191,12000000,40000000,4,0,0,1,1821,23,5,0,2,0,3732,42,0,0,1994,Earl Legros
England,Central Midfield,Midfield,185,9000000,18000000,7,0,1,1,1812,34,7,0,1,0,1179,27,0,0,1995,Hugh Mosciski
Denmark,Centre-Back,Defender,192,35000000,35000000,8,0,2,1,3323,38,4,0,1,2,3420,38,0,0,1996,Reginald Heidenreich
French Guiana,Centre-Forward,Attack,187,20000000,20000000,3,0,10,0,2425,38,6,0,6,2,1550,30,0,0,1998,Antonio Leuschke
Cote d'Ivoire,Centre-Back,Defender,182,38000000,38000000,4,0,1,1,3831,44,5,0,2,1,3583,40,0,0,2000,Roosevelt Moore
France,Centre-Forward,Attack,192,7000000,22000000,4,0,6,4,1467,37,5,0,7,1,1788,37,0,0,1997,Dan Hintz
England,Attacking Midfield,Midfield,178,48000000,48000000,5,0,10,4,2439,39,1,0,4,4,2170,32,0,0,1998,Garrett Hayes
Mali,Defensive Midfield,Midfield,180,35000000,35000000,8,0,0,2,2688,33,8,0,1,2,2687,32,0,0,2000,Vincent O'Connell
England,Right Winger,Attack,184,50000000,50000000,1,0,6,8,2596,32,3,0,4,10,2292,36,0,0,2001,Lewis Fritsch
Spain,Goalkeeper,Goalkeeper,190,1000000,10000000,2,0,0,0,1862,21,2,0,0,0,2565,29,0,0,1987,Andrew Yundt
England,Right-Back,Defender,175,1500000,21000000,2,0,0,0,1814,24,1,0,0,1,2381,30,0,0,1991,Otis Hessel
England,Right-Back,Defender,186,1000000,5000000,7,0,1,1,2532,31,7,0,0,0,2355,28,0,0,1989,Clinton Wolf
England,Centre-Forward,Attack,180,6000000,18000000,4,0,6,4,2238,34,7,0,9,6,3005,45,0,0,1990,Alex Crooks
England,Centre-Back,Defender,188,2000000,8000000,10,0,2,0,3176,37,5,1,3,1,3047,34,0,0,1990,Vernon Conroy
CSSR,Right-Back,Defender,174,9000000,12000000,6,0,0,6,3412,40,5,0,0,2,2236,27,0,0,1992,Warren Wehner
Germany,Centre-Back,Defender,186,9000000,35000000,3,0,0,2,1452,26,4,0,2,0,2008,31,0,0,1996,Louis Kuphal
Czech Republic,Defensive Midfield,Midfield,192,35000000,45000000,6,0,9,4,3695,49,2,0,5,2,3686,44,0,0,1995,Danny Hand
Algeria,Left Winger,Attack,172,22000000,25000000,1,0,5,3,2359,43,1,0,7,5,2203,39,0,0,1995,Matthew Heathcote
Poland,Goalkeeper,Goalkeeper,190,700000,9000000,1,0,0,0,2679,30,2,0,0,0,3044,35,0,0,1985,Earnest Kutch
England,Right Winger,Attack,175,50000000,50000000,3,0,18,10,3980,48,6,0,16,4,3662,43,0,0,1996,Ben Gibson
Italy,Centre-Forward,Attack,195,25000000,30000000,2,0,7,2,865,19,7,0,14,1,2391,36,0,0,1999,Virgil Durgan
Germany,Centre-Back,Defender,191,18000000,18000000,9,0,1,2,3584,41,5,0,0,0,2924,36,0,0,1996,Sylvester Stracke
United States,Defensive Midfield,Midfield,175,18000000,20000000,2,0,0,0,1055,13,7,0,0,1,2071,31,0,0,1999,Ed Ondricka
Spain,Defensive Midfield,Midfield,184,10000000,30000000,8,0,4,3,3337,44,4,0,1,1,1432,25,0,0,1996,Chris Kassulke
England,Defensive Midfield,Midfield,188,110000000,110000000,6,0,6,3,4230,50,7,0,3,3,3912,44,0,0,1999,Herman Ryan
Spain,Attacking Midfield,Midfield,178,17000000,30000000,1,0,2,1,1585,40,2,0,4,4,3136,45,0,0,1996,Jeremy Johns
Morocco,Centre-Back,Defender,190,38000000,38000000,7,0,4,1,3657,41,2,1,0,2,1292,15,0,0,1996,David Marvin
United States,Attacking Midfield,Midfield,177,14000000,30000000,2,0,0,1,1679,43,2,0,1,2,1369,16,0,0,2000,Victor Stracke
England,Right Winger,Attack,175,22000000,28000000,0,0,7,10,3253,42,3,0,9,3,2724,36,0,0,1996,Andrew Lindgren
Brazil,Attacking Midfield,Midfield,180,65000000,65000000,11,0,9,6,3689,46,2,0,4,5,2737,34,0,0,1997,Merle Johns
England,Left-Back,Defender,,900000,12000000,1,0,0,1,1082,18,7,2,1,3,3512,42,0,0,1989,Karl Daniel
England,Central Midfield,Midfield,177,38000000,38000000,8,0,10,13,4196,50,3,0,10,7,3870,42,0,0,1994,Ben Green
Morocco,Left Winger,Attack,178,6000000,15000000,3,0,8,3,2986,46,5,0,3,4,2632,37,0,0,1994,Rolando Grimes
England,Left-Back,Defender,183,5000000,5000000,4,0,1,4,1362,25,0,0,0,0,695,10,0,0,1995,Samuel Gleason
Croatia,Centre-Back,Defender,193,7000000,25000000,4,0,2,0,1371,18,5,0,1,1,2043,28,0,0,1996,Dave Prosacco
France,Left-Back,Defender,173,9000000,12000000,6,0,2,0,1419,30,6,0,3,3,2304,31,0,0,1997,Sean MacGyver
France,Centre-Back,Defender,190,18000000,20000000,3,0,0,1,1225,18,5,0,0,1,2465,29,0,0,2001,Roger Ebert
Ghana,Centre-Back,Defender,188,15000000,18000000,3,0,0,0,983,11,6,0,0,1,3079,35,0,0,1999,Robert Schulist
Belgium,Defensive Midfield,Midfield,181,50000000,50000000,8,0,0,1,1912,25,2,0,1,0,559,8,0,0,2004,Marty Stokes
Brazil,Centre-Back,Defender,184,12000000,25000000,10,0,4,1,4044,47,7,0,2,4,3152,37,0,0,1991,Kurt Huels
Yugoslavia (Republic),Left Midfield,Midfield,184,12000000,40000000,4,0,2,9,3193,49,4,0,5,13,3521,45,0,0,1992,Conrad Harris
France,Central Midfield,Midfield,187,3000000,13000000,4,0,0,2,2754,37,4,0,0,0,1399,25,0,0,1994,Joe Mayert
Argentina,Defensive Midfield,Midfield,180,8000000,40000000,16,1,1,4,2564,45,7,0,1,3,1457,27,0,0,1994,Lance Grimes
France,Central Midfield,Midfield,188,40000000,50000000,15,0,9,7,4276,48,6,0,5,3,3380,41,0,0,1995,Alfred Toy
Poland,Centre-Forward,Attack,186,7000000,40000000,2,0,5,2,1555,39,6,0,12,2,1987,32,0,0,1994,Darrel Schiller
Italy,Defensive Midfield,Midfield,185,33000000,35000000,12,0,1,3,3818,50,8,0,1,3,2622,36,0,0,1998,Ricardo Torp
Belgium,Centre-Forward,Attack,185,4000000,6000000,4,0,13,6,2397,41,1,0,10,3,1842,29,0,0,1994,Matthew Aufderhar
United States,Central Midfield,Midfield,185,23000000,25000000,11,0,0,4,3386,43,1,0,5,1,1870,27,0,0,1998,Everett Kuhn
Italy,Left Winger,Attack,175,50000000,70000000,5,0,9,7,2554,46,0,0,1,2,172,5,0,0,1997,Jesse Tremblay
Italy,Centre-Forward,Attack,183,18000000,40000000,6,1,3,0,1316,34,5,0,7,3,1310,42,0,0,2000,Elijah Wiegand
Nigeria,Centre-Forward,Attack,181,2700000,11000000,3,0,4,3,1335,22,7,1,8,1,2467,35,0,0,1997,Bernard Bogan
Italy,Central Midfield,Midfield,178,15000000,35000000,3,0,1,6,2094,34,1,0,2,0,435,9,0,0,2001,Rudolph Marquardt
Poland,Goalkeeper,Goalkeeper,196,8000000,40000000,0,0,0,0,3854,43,1,0,0,0,2833,32,0,0,1990,Alfredo Ward
Italy,Left-Back,Defender,180,2300000,3500000,3,0,1,3,2013,27,1,0,1,0,1066,15,0,0,1998,Earl Kautzer
Italy,Goalkeeper,Goalkeeper,191,13000000,13000000,1,0,0,1,2814,31,0,0,0,0,540,6,0,0,2000,Paul Hodkiewicz
Italy,Centre-Back,Defender,190,18000000,18000000,7,0,5,0,2941,37,3,0,0,0,540,6,0,0,1998,Ted Reichel
Brazil,Centre-Back,Defender,188,50000000,50000000,7,0,5,1,4041,45,8,0,2,0,2730,31,0,0,1997,Ross Stamm
Italy,Central Midfield,Midfield,180,15000000,15000000,4,0,1,2,1530,34,3,0,0,1,835,18,0,0,2003,Simon Rosenbaum
England,Left Winger,Attack,182,10000000,10000000,1,0,1,1,701,23,1,0,0,2,43,3,0,0,2003,Stephen Yundt
Argentina,Right Winger,Attack,182,25000000,25000000,3,0,8,1,1853,29,0,0,0,0,161,8,0,0,2003,Russell Williamson
Italy,Left-Back,Defender,185,4000000,12000000,5,0,3,6,3056,40,1,0,3,4,3350,39,1,1,1992,Troy Lowe
Italy,Second Striker,Attack,171,5000000,10000000,6,0,4,1,1811,27,2,0,10,3,2581,34,0,0,1993,Leroy Schultz
Ghana,Central Midfield,Midfield,178,4500000,18000000,5,0,2,3,2029,35,3,0,1,0,1389,29,0,0,1993,Boyd Dach
Italy,Centre-Forward,Attack,190,6500000,20000000,3,0,3,8,1808,34,0,0,5,3,888,21,0,0,1995,Aaron Adams
Spain,Centre-Back,Defender,193,5000000,7000000,8,0,0,0,2933,38,4,1,3,0,2052,23,0,0,1993,Dominic Larkin
Italy,Right Midfield,Midfield,178,5000000,5000000,4,0,6,5,3328,41,2,0,0,3,851,14,0,0,1995,Phil Stanton
Yugoslavia (Republic),Centre-Forward,Attack,182,5000000,60000000,4,0,7,5,1439,35,3,0,3,1,1015,22,0,0,1997,Fredrick Jaskolski
Czech Republic,Attacking Midfield,Midfield,190,6000000,20000000,3,0,2,0,1709,29,3,0,7,1,1777,28,0,0,1994,Henry Torp
Netherlands,Defensive Midfield,Midfield,185,28000000,30000000,11,0,0,1,2491,38,11,0,1,0,1759,28,0,0,1996,Alejandro Morissette
Italy,Goalkeeper,Goalkeeper,187,12000000,12000000,0,0,0,1,3600,40,0,0,0,0,1350,15,0,0,1997,Joe Langosh
Italy,Central Midfield,Midfield,187,8000000,25000000,3,0,2,1,871,19,2,0,0,1,1145,15,0,0,1997,Darryl Volkman
Italy,Centre-Back,Defender,183,2500000,25000000,11,0,1,1,2334,30,6,0,0,0,1031,15,0,0,1992,Lowell Schneider
France,Right Winger,Attack,175,13000000,40000000,5,0,3,5,2206,36,4,0,3,4,1807,37,0,0,1998,Benjamin Mayer
Italy,Central Midfield,Midfield,187,15000000,20000000,6,0,4,3,3639,42,2,0,3,2,2133,34,0,0,1997,Tommie Hagenes
Cote d'Ivoire,Left Winger,Attack,185,9000000,22000000,3,0,3,3,1780,33,4,0,6,6,1865,25,1,1,1997,Lamar Tillman
Luxembourg,Centre-Forward,Attack,180,5000000,6000000,2,0,4,3,2330,37,1,0,2,2,696,11,0,0,1998,Gregory Toy
Equatorial Guinea,Central Midfield,Midfield,184,1400000,2600000,4,0,0,2,1177,30,3,0,0,0,236,6,0,0,1996,Joseph Homenick
Argentina,Centre-Back,Defender,183,14000000,15000000,8,0,3,1,2546,33,7,0,1,0,1517,23,0,0,1996,Stephen Haley
Brazil,Centre-Back,Defender,188,17000000,17000000,11,0,0,0,2689,36,9,0,0,0,2638,33,0,0,1998,Angel Mohr
Brazil,Centre-Forward,Attack,186,16000000,20000000,4,0,10,1,1851,38,2,0,5,3,1500,30,1,1,1998,Saul Friesen
Italy,Attacking Midfield,Midfield,184,15000000,15000000,1,0,8,3,2054,37,0,0,2,1,435,12,0,0,1999,Stewart Feil
Brazil,Right-Back,Defender,166,20000000,20000000,4,0,1,3,2358,33,2,0,0,1,875,13,0,0,1998,Jesse Stark
Italy,Right-Back,Defender,176,2500000,2500000,11,0,0,2,1370,35,3,0,0,2,817,14,0,0,1999,Billy Bartoletti
Italy,Central Midfield,Midfield,180,3000000,24000000,6,1,8,4,2596,40,7,1,5,4,1992,28,0,0,1989,Marcos Cartwright
Brazil,Left Midfield,Midfield,184,16000000,16000000,4,0,4,5,3104,47,1,0,3,1,1312,15,0,0,1999,Guy Sipes
Italy,Attacking Midfield,Midfield,172,4000000,4000000,2,0,1,1,445,15,0,0,0,0,42,3,0,0,2004,Timothy Gottlieb
Italy,Centre-Back,Defender,186,1500000,4000000,6,0,3,1,2990,37,2,0,0,0,895,11,0,0,1991,Dwayne Emmerich
Italy,Attacking Midfield,Midfield,183,1500000,15000000,3,0,4,2,1039,29,2,0,1,4,1322,29,0,0,1991,Gustavo Zieme
Italy,Goalkeeper,Goalkeeper,193,2500000,2500000,2,0,0,0,3510,39,1,0,0,0,3045,34,0,0,1990,Cary Hansen
Germany,Defensive Midfield,Midfield,178,40000000,40000000,8,0,9,6,3845,51,8,0,5,10,3392,45,0,0,1994,Armando Marks
Italy,Centre-Back,Defender,192,4000000,15000000,5,0,2,3,4724,56,2,0,1,0,1969,27,0,0,1988,Antonio Hauck
Italy,Right Winger,Attack,171,15000000,30000000,4,1,6,6,2296,42,4,0,7,6,1792,37,0,0,1993,Roderick Gusikowski
Italy,Right-Back,Defender,183,22000000,25000000,7,0,6,8,4474,51,1,0,1,7,3332,38,0,0,1993,Manuel O'Kon
Poland,Central Midfield,Midfield,180,30000000,50000000,5,0,4,7,3478,50,2,0,8,7,2377,40,0,0,1994,Victor Hackett
Slovakia,Defensive Midfield,Midfield,170,35000000,40000000,3,0,0,1,4358,53,3,0,2,1,2981,38,0,0,1994,Preston Jacobs
Italy,Central Midfield,Midfield,188,4000000,20000000,8,0,1,1,2370,39,2,0,0,1,672,21,0,0,1994,Sammy Brown
Italy,Left-Back,Defender,175,50000000,50000000,2,0,6,12,3206,52,2,0,3,6,2176,37,0,0,1997,Jesse Sipes
Slovakia,Centre-Back,Defender,188,45000000,65000000,6,0,1,1,2422,32,5,0,1,0,4037,46,0,0,1995,Zachary Trantow
Argentina,Second Striker,Attack,188,10000000,38000000,3,0,1,0,1377,34,2,0,5,4,1294,38,0,0,1994,Isaac Bogisich
Cameroon,Goalkeeper,Goalkeeper,190,40000000,45000000,5,0,0,0,5070,56,2,0,0,0,1890,21,0,0,1996,Arnold Blanda
Italy,Goalkeeper,Goalkeeper,190,15000000,40000000,0,0,0,0,4154,46,1,0,0,0,2584,29,0,0,1997,Gabriel Turcotte
Italy,Central Midfield,Midfield,175,75000000,75000000,13,0,5,8,4083,57,7,0,9,11,3750,45,0,0,1997,Pedro Stamm
Yugoslavia (Republic),Centre-Back,Defender,192,20000000,25000000,5,0,2,1,3579,43,5,0,2,0,2812,31,0,0,1994,Jimmy Funk
Germany,Left Midfield,Midfield,183,15000000,35000000,8,0,7,0,2686,51,3,0,3,1,725,27,0,0,1994,Sheldon Armstrong
Argentina,Centre-Forward,Attack,180,13000000,25000000,4,0,5,1,785,39,5,0,11,3,1812,31,0,0,1995,Edwin Halvorson
Jugoslawien (SFR),Centre-Forward,Attack,193,3600000,32000000,6,0,19,8,3151,51,1,0,15,9,2987,46,0,0,1986,Nathaniel Bayer
Italy,Centre-Back,Defender,190,60000000,60000000,5,0,0,3,3906,49,7,0,1,4,2605,37,0,0,1999,Cody Satterfield
Mexico,Right Winger,Attack,175,22000000,45000000,5,0,5,3,1994,36,3,1,7,6,1600,31,0,0,1995,Raymond Cronin
Netherlands,Right Midfield,Midfield,188,30000000,30000000,4,0,2,8,3179,48,4,0,4,7,3168,44,0,0,1996,Benny Greenfelder
Cameroon,Central Midfield,Midfield,184,35000000,40000000,6,0,2,2,4004,49,3,0,3,8,2338,30,0,0,1995,Roman Cole
Uruguay,Left-Back,Defender,185,17000000,18000000,5,0,1,3,2491,38,7,0,1,5,2143,32,0,0,1997,Erik Kling
Macedonia,Attacking Midfield,Midfield,182,24000000,26000000,7,0,5,2,1794,43,2,0,4,5,1671,41,0,0,1999,Theodore Boyle
Nigeria,Centre-Forward,Attack,186,110000000,120000000,8,0,29,5,3266,43,4,0,19,7,2369,32,0,0,1998,Eric Keebler
Italy,Second Striker,Attack,172,32000000,35000000,1,0,5,5,1711,43,8,0,11,4,2531,36,0,0,2000,Pat Morar
Argentina,Centre-Forward,Attack,174,110000000,110000000,9,0,37,9,4234,59,6,0,22,8,3425,47,0,0,1997,Drew Casper
France,Central Midfield,Midfield,181,15000000,65000000,3,0,1,0,829,34,5,0,2,3,1825,34,0,0,1996,Seth Witting
Georgia,Left Winger,Attack,183,80000000,85000000,5,0,11,12,3830,50,0,0,8,10,1247,17,0,0,2001,Kent Berge
"Korea, South",Centre-Back,Defender,190,60000000,60000000,7,0,1,2,3982,47,5,0,3,0,3054,34,0,0,1996,Evan Torp
Italy,Right-Back,Defender,183,4000000,15000000,4,0,2,1,4393,57,4,0,1,4,1642,35,0,0,1989,Norman Ratke
UdSSR,Central Midfield,Midfield,177,6000000,37000000,9,0,5,6,4017,55,5,0,5,4,2365,33,0,0,1989,Barry Blanda
Belgium,Centre-Forward,Attack,191,35000000,100000000,7,1,25,8,3498,53,1,0,10,1,1658,28,0,0,1993,Horace Ernser
Italy,Centre-Forward,Attack,185,10000000,50000000,6,0,13,2,2834,44,5,0,23,7,2778,34,0,0,1990,Marvin Borer
Cameroon,Centre-Back,Defender,182,3000000,70000000,4,0,0,0,1970,27,4,0,0,0,333,5,0,0,1993,Charles Padberg
Uruguay,Central Midfield,Midfield,187,3000000,25000000,10,0,4,0,1679,38,4,0,3,1,1223,28,0,0,1991,Irving Murray
Brazil,Right Winger,Attack,175,10000000,45000000,3,0,8,10,3641,50,4,0,7,8,3450,44,0,0,1993,Raymond Altenwerth
Italy,Centre-Back,Defender,185,15000000,50000000,9,0,1,1,3315,38,5,0,1,1,2113,26,0,0,1995,Rafael Pollich
Italy,Goalkeeper,Goalkeeper,194,14000000,14000000,1,0,1,0,4320,48,2,0,0,0,3564,40,0,0,1994,Jacob Waters
Italy,Defensive Midfield,Midfield,180,8000000,10000000,6,0,0,1,1910,36,8,0,1,2,2225,38,0,0,1994,Barry Roob
France,Defensive Midfield,Midfield,184,2500000,8000000,7,0,1,2,2188,35,2,0,0,0,807,14,0,0,1996,Justin O'Keefe
Italy,Goalkeeper,Goalkeeper,195,5000000,5000000,1,0,0,1,3780,42,2,0,0,0,2325,26,0,0,1995,Nicholas Bashirian
Yugoslavia (Republic),Right-Back,Defender,185,5000000,10000000,7,1,0,1,3421,44,7,0,1,1,3515,43,0,0,1992,Randal Tremblay
Italy,Left Winger,Attack,177,25000000,30000000,14,0,8,5,3495,45,9,0,8,8,2935,39,0,0,1995,Cary Nienow
Italy,Central Midfield,Midfield,179,4500000,5000000,11,0,0,1,1889,32,8,0,1,4,1276,27,0,0,1998,Tomas Yost
Italy,Right Midfield,Midfield,174,6500000,23000000,6,1,0,2,2366,34,9,0,2,4,2241,34,0,0,1993,Boyd Considine
Croatia,Central Midfield,Midfield,190,3500000,10000000,1,0,1,0,250,16,2,0,0,0,963,33,0,0,1996,Manuel Pagac
Italy,Centre-Back,Defender,187,7000000,8000000,6,1,2,2,3610,41,2,0,1,0,1448,16,0,0,1996,Darren Konopelski
Italy,Centre-Back,Defender,191,20000000,22000000,6,0,1,1,2685,33,9,0,0,1,2215,28,0,0,1998,Tyrone Carter
Italy,Left-Back,Defender,183,2500000,2500000,5,0,0,2,2618,37,2,0,0,2,1035,13,0,0,2000,Tyrone Bashirian
France,Attacking Midfield,Midfield,186,3500000,11000000,3,0,5,0,1888,35,5,0,1,2,1040,26,0,0,1996,Tracy Kohler
Denmark,Defensive Midfield,Midfield,185,26000000,26000000,10,0,1,3,3194,41,4,1,0,3,1296,15,0,0,1999,Nicolas Berge
Brazil,Central Midfield,Midfield,166,7000000,8000000,1,0,1,1,370,12,1,0,0,0,408,11,0,0,2000,Lloyd Legros
Italy,Centre-Forward,Attack,183,7000000,7000000,3,0,5,1,2140,36,2,0,4,2,521,14,0,0,2002,Rick Orn
Zambia,Left Winger,Attack,169,6000000,6000000,7,1,3,5,1817,36,2,0,1,1,892,15,0,0,2001,Louis Hackett
Italy,Right Winger,Attack,180,4800000,5000000,7,0,1,1,1065,25,3,0,1,0,463,23,0,0,2002,Sammy Gleason
France,Right-Back,Defender,179,4500000,4500000,4,0,0,5,3532,41,3,0,0,1,1274,16,0,0,2000,Paul Bergstrom
Spain,Right Winger,Attack,167,1500000,30000000,6,0,5,3,2031,48,4,0,6,4,1742,34,0,0,1987,Conrad Cremin
Spain,Central Midfield,Midfield,190,6000000,6000000,10,0,1,2,1840,34,5,0,1,2,1170,16,0,0,2002,Roosevelt Romaguera
Mexico,Right Winger,Attack,169,3000000,3000000,1,0,0,0,125,8,2,0,1,0,244,14,0,0,2004,Sherman Grady
England,Centre-Back,Defender,194,3500000,20000000,5,0,0,1,2435,29,3,0,4,0,3347,38,0,0,1989,Edward Johnson
France,Centre-Back,Defender,187,3000000,10000000,2,0,0,0,1132,14,5,1,0,0,2211,27,0,0,1992,Scott Bins
Greece,Left-Back,Defender,191,1000000,2500000,3,0,2,0,1344,25,3,0,2,0,1436,25,0,0,1993,Forrest Pfeffer
Italy,Defensive Midfield,Midfield,186,20000000,25000000,12,1,2,5,4761,56,10,0,2,1,3059,40,0,0,1995,Craig Volkman
Argentina,Second Striker,Attack,177,25000000,110000000,5,0,15,12,2720,41,5,0,14,4,2242,34,0,0,1993,Ryan Schamberger
Austria,Right-Back,Defender,190,14000000,14000000,9,0,5,1,3016,38,5,0,2,1,2093,26,0,1,1997,Miguel Kuhn
Switzerland,Central Midfield,Midfield,183,6000000,6000000,6,0,0,1,2391,41,3,0,1,1,1079,26,0,0,1997,Ernesto Schmitt
T?rkiye,Right-Back,Defender,180,6000000,20000000,6,0,0,3,1899,34,7,0,2,3,2323,31,0,0,1997,Jacob Waters
Italy,Centre-Back,Defender,190,20000000,30000000,11,0,3,3,4526,53,18,0,0,1,3003,36,0,0,1996,Al Harris
Italy,Attacking Midfield,Midfield,186,25000000,45000000,8,0,7,3,2996,42,6,0,8,10,2751,34,0,0,1996,Aaron Stoltenberg
England,Centre-Forward,Attack,194,35000000,50000000,5,0,5,5,1783,34,5,0,16,4,3162,41,0,0,1997,Arturo Kohler
Netherlands,Defensive Midfield,Midfield,185,22000000,22000000,5,0,1,2,3184,42,4,0,1,1,2298,28,0,0,1997,Theodore Bernier
Italy,Right Winger,Attack,183,12000000,25000000,7,0,13,4,2338,35,3,1,6,2,1809,29,1,1,1997,Shane Schuppe
Italy,Attacking Midfield,Midfield,190,25000000,55000000,7,1,6,0,1194,28,9,2,3,8,1945,28,0,0,1999,Douglas Buckridge
Colombia,Centre-Back,Defender,187,11000000,13000000,5,0,0,1,2754,34,4,0,0,1,2001,24,0,0,1998,Floyd Jones
Austria,Centre-Forward,Attack,190,5000000,35000000,1,0,4,2,1064,25,8,0,16,1,2535,31,0,0,1989,Arthur Dickinson
Scotland,Attacking Midfield,Midfield,181,18000000,18000000,8,0,8,4,3516,42,5,0,9,0,1905,25,1,1,1999,Jorge Walter
Portugal,Goalkeeper,Goalkeeper,190,3500000,20000000,2,0,0,0,4470,49,3,0,0,0,3690,41,0,0,1988,Gustavo Barton
Italy,Left-Back,Defender,182,15000000,15000000,5,0,1,3,2294,36,4,0,0,2,1242,21,0,0,2000,Francisco Glover
Argentina,Central Midfield,Midfield,179,17000000,17500000,8,0,4,1,2363,33,4,0,1,1,1568,25,0,0,1998,Brandon Little
Italy,Left Midfield,Midfield,175,16000000,20000000,8,0,2,4,2963,46,1,0,0,0,1769,30,0,0,2002,Theodore Aufderhar
Italy,Central Midfield,Midfield,181,15000000,15000000,7,0,3,2,2508,45,0,0,1,0,144,16,0,0,2002,Sean Cummings
Jugoslawien (SFR),Defensive Midfield,Midfield,194,3500000,40000000,13,0,1,5,3425,49,6,0,1,3,2010,35,0,0,1988,Marcos MacGyver
Sweden,Defensive Midfield,Midfield,191,6000000,6000000,3,0,1,3,1817,32,1,0,0,0,21,1,0,0,2003,Dennis McKenzie
Poland,Goalkeeper,Goalkeeper,188,3500000,7000000,4,0,0,0,3690,41,4,0,0,0,2970,33,0,0,1991,Rolando Goldner
