YellowCards,RedCards,Goals,Assists,MinutesPlayed,Games,PlayerId,Season,Position,Age,YellowDiff,RedDiff,GoalsDiff,AssistsDiff,MinutesPlayedDiff,GamesDiff,IsLastSeason
3,0,12,7,3226,43,91845,2013,Attack,22,-1,0,0,5,440,9,False
4,1,17,4,3182,42,91845,2014,Attack,23,1,1,5,-3,-44,-1,False
0,0,8,5,1980,41,91845,2015,Attack,24,-4,-1,-9,1,-1202,-1,False
2,0,21,9,2976,47,91845,2016,Attack,25,2,0,13,4,996,6,False
2,0,18,9,3207,51,91845,2017,Attack,26,0,0,-3,0,231,4,False
5,1,17,10,3018,44,91845,2018,Attack,27,3,1,-1,1,-189,-7,False
0,2,18,12,3152,40,91845,2019,Attack,28,-5,1,1,2,134,-4,False
0,0,21,17,3773,48,91845,2020,Attack,29,0,-2,3,5,621,8,False
2,0,23,9,3228,38,91845,2021,Attack,30,2,0,2,-8,-545,-10,False
3,0,14,6,3788,47,91845,2022,Attack,31,1,0,-9,-3,560,9,False
1,0,12,6,1746,22,91845,2023,Attack,32,-2,0,-2,0,-2042,-25,True
1,0,0,2,205,8,125685,2023,Midfield,32,,,,,,,True
0,0,0,0,1350,15,105470,2016,Goalkeeper,25,,,,,,,False
1,0,0,1,4410,49,105470,2017,Goalkeeper,26,1,0,0,1,3060,34,False
1,0,0,0,4590,51,105470,2018,Goalkeeper,27,0,0,0,-1,180,2,False
0,1,0,1,3295,37,105470,2019,Goalkeeper,28,-1,1,0,1,-1295,-14,False
1,0,1,0,3780,42,105470,2020,Goalkeeper,29,1,-1,1,-1,485,5,False
0,0,0,1,4800,53,105470,2021,Goalkeeper,30,-1,0,-1,1,1020,11,False
1,0,0,1,4230,47,105470,2022,Goalkeeper,31,1,0,0,0,-570,-6,False
1,0,0,0,2160,24,105470,2023,Goalkeeper,32,0,0,0,-1,-2070,-23,True
0,0,0,1,45,1,140191,2013,Defender,27,,,,,,,False
6,0,1,0,1131,16,140191,2018,Defender,28,6,0,1,-1,1086,15,False
7,0,0,3,2280,28,140191,2019,Defender,29,1,0,-1,3,1149,12,False
2,0,1,2,724,16,140191,2020,Defender,30,-5,0,1,-1,-1556,-12,False
1,0,0,0,754,15,140191,2021,Defender,31,-1,0,-1,-2,30,-1,False
1,0,0,0,531,12,140191,2022,Defender,32,0,0,0,0,-223,-3,True
0,0,0,0,90,1,77757,2012,Goalkeeper,23,,,,,,,False
1,0,0,0,1170,13,77757,2013,Goalkeeper,24,1,0,0,0,1080,12,False
0,0,0,0,270,3,77757,2014,Goalkeeper,25,-1,0,0,0,-900,-10,False
0,0,0,0,780,8,77757,2015,Goalkeeper,26,0,0,0,0,510,5,False
4,0,0,0,1980,22,77757,2016,Goalkeeper,27,4,0,0,0,1200,14,False
4,0,0,0,2700,30,77757,2017,Goalkeeper,28,0,0,0,0,720,8,False
3,0,0,0,2430,27,77757,2018,Goalkeeper,29,-1,0,0,0,-270,-3,False
1,0,0,0,3820,43,77757,2019,Goalkeeper,30,-2,0,0,0,1390,16,False
0,0,0,0,90,1,77757,2020,Goalkeeper,31,-1,0,0,0,-3730,-42,False
3,0,0,0,2070,23,77757,2023,Goalkeeper,32,3,0,0,0,1980,22,True
2,0,2,0,1107,17,146310,2018,Midfield,26,,,,,,,False
0,0,0,0,239,4,146310,2019,Midfield,27,-2,0,-2,0,-868,-13,False
5,0,3,4,3227,36,146310,2020,Midfield,28,5,0,3,4,2988,32,False
4,0,4,2,2992,34,146310,2021,Midfield,29,-1,0,1,-2,-235,-2,False
4,0,6,5,3343,38,146310,2022,Midfield,30,0,0,2,3,351,4,False
8,0,3,1,1466,26,146310,2023,Midfield,31,4,0,-3,-4,-1877,-12,True
5,0,1,2,3139,38,192765,2012,Defender,20,,,,,,,False
4,0,2,1,3448,41,192765,2013,Defender,21,-1,0,1,-1,309,3,False
7,0,0,1,1881,25,192765,2014,Defender,22,3,0,-2,0,-1567,-16,False
6,0,0,4,2111,27,192765,2015,Defender,23,-1,0,0,3,230,2,False
1,0,2,3,2513,32,192765,2016,Defender,24,-5,0,2,-1,402,5,False
4,0,2,6,2942,37,192765,2017,Defender,25,3,0,0,3,429,5,False
2,0,0,1,2496,37,192765,2018,Defender,26,-2,0,-2,-5,-446,0,False
7,0,0,1,1702,21,192765,2019,Defender,27,5,0,0,0,-794,-16,False
2,0,0,4,2791,36,192765,2020,Defender,28,-5,0,0,3,1089,15,False
7,0,1,1,3014,34,192765,2021,Defender,29,5,0,1,-3,223,-2,False
5,0,2,2,2859,40,192765,2022,Defender,30,-2,0,1,1,-155,6,False
1,0,1,0,1088,17,192765,2023,Defender,31,-4,0,-1,-2,-1771,-23,True
1,0,1,1,2877,34,442248,2021,Defender,29,,,,,,,False
0,0,3,0,2700,30,442248,2022,Defender,30,-1,0,2,-1,-177,-4,False
0,0,1,0,2250,25,442248,2023,Defender,31,0,0,-2,0,-450,-5,True
0,0,0,0,90,1,125714,2018,Goalkeeper,26,,,,,,,False
0,0,0,0,990,11,125714,2019,Goalkeeper,27,0,0,0,0,900,10,False
0,0,0,0,270,3,125714,2020,Goalkeeper,28,0,0,0,0,-720,-8,False
0,0,0,0,3390,37,125714,2021,Goalkeeper,29,0,0,0,0,3120,34,False
0,0,0,0,3990,44,125714,2022,Goalkeeper,30,0,0,0,0,600,7,False
2,0,0,1,2025,23,125714,2023,Goalkeeper,31,2,0,0,1,-1965,-21,True
0,0,0,0,38,1,85864,2012,Goalkeeper,23,,,,,,,False
0,0,0,0,2070,23,85864,2013,Goalkeeper,24,0,0,0,0,2032,22,False
1,1,0,0,3212,36,85864,2014,Goalkeeper,25,1,1,0,0,1142,13,False
1,0,0,0,3240,36,85864,2015,Goalkeeper,26,0,-1,0,0,28,0,False
0,0,0,0,1170,13,85864,2016,Goalkeeper,27,-1,0,0,0,-2070,-23,False
1,0,0,0,2970,33,85864,2017,Goalkeeper,28,1,0,0,0,1800,20,False
2,0,0,0,3150,35,85864,2018,Goalkeeper,29,1,0,0,0,180,2,False
1,0,0,0,2700,30,85864,2019,Goalkeeper,30,-1,0,0,0,-450,-5,False
0,0,0,0,381,5,85864,2020,Goalkeeper,31,-1,0,0,0,-2319,-25,True
4,0,4,4,1833,27,204294,2018,Midfield,27,,,,,,,False
1,0,1,0,230,5,204294,2019,Midfield,28,-3,0,-3,-4,-1603,-22,False
2,0,1,2,752,21,204294,2021,Midfield,29,1,0,0,2,522,16,False
0,0,0,0,214,16,204294,2022,Midfield,30,-2,0,-1,-2,-538,-5,False
5,0,1,0,720,15,204294,2023,Midfield,31,5,0,1,0,506,-1,True
4,0,0,1,468,11,184129,2023,Midfield,31,,,,,,,True
1,1,2,0,1194,19,183318,2015,Defender,24,,,,,,,False
4,0,3,0,3048,35,183318,2017,Defender,25,3,-1,1,0,1854,16,False
4,0,0,1,2846,34,183318,2018,Defender,26,0,0,-3,1,-202,-1,False
6,0,1,0,2526,29,183318,2019,Defender,27,2,0,1,-1,-320,-5,False
5,0,2,0,1673,20,183318,2020,Defender,28,-1,0,1,0,-853,-9,False
5,0,2,0,2216,28,183318,2021,Defender,29,0,0,0,0,543,8,False
2,0,0,0,304,8,183318,2022,Defender,30,-3,0,-2,0,-1912,-20,False
4,0,1,0,1678,22,183318,2023,Defender,31,2,0,1,0,1374,14,True
2,0,0,0,217,8,131978,2012,Midfield,20,,,,,,,False
5,0,7,3,2522,37,131978,2013,Midfield,21,3,0,7,3,2305,29,False
2,0,2,3,2482,36,131978,2014,Midfield,22,-3,0,-5,0,-40,-1,False
5,0,10,10,3422,42,131978,2015,Midfield,23,3,0,8,7,940,6,False
5,0,5,9,2982,37,131978,2016,Midfield,24,0,0,-5,-1,-440,-5,False
0,0,0,0,148,3,131978,2017,Midfield,25,-5,0,-5,-9,-2834,-34,False
4,0,6,6,2329,43,131978,2018,Midfield,26,4,0,6,6,2181,40,False
1,0,4,5,1611,30,131978,2019,Midfield,27,-3,0,-2,-1,-718,-13,False
0,0,3,1,1577,26,131978,2020,Midfield,28,-1,0,-1,-4,-34,-4,False
0,0,1,0,296,11,131978,2021,Midfield,29,0,0,-2,-1,-1281,-15,False
1,0,4,2,921,27,131978,2022,Midfield,30,1,0,3,2,625,16,False
3,0,3,3,1713,22,131978,2023,Midfield,31,2,0,-1,1,792,-5,True
1,0,0,0,92,6,324882,2014,Midfield,22,,,,,,,False
8,0,1,3,2870,33,324882,2015,Midfield,23,7,0,1,3,2778,27,False
4,0,2,1,3231,36,324882,2016,Midfield,24,-4,0,1,-2,361,3,False
6,0,0,1,2274,30,324882,2017,Midfield,25,2,0,-2,0,-957,-6,False
6,0,0,0,1390,20,324882,2018,Midfield,26,0,0,0,-1,-884,-10,False
6,0,0,0,1915,30,324882,2019,Midfield,27,0,0,0,0,525,10,False
3,0,0,0,751,13,324882,2020,Midfield,28,-3,0,0,0,-1164,-17,False
5,0,0,0,904,16,324882,2021,Midfield,29,2,0,0,0,153,3,False
5,0,0,0,1154,14,324882,2023,Midfield,30,0,0,0,0,250,-2,True
0,0,0,0,763,10,272999,2018,Attack,25,,,,,,,False
5,0,8,2,3474,42,272999,2019,Attack,26,5,0,8,2,2711,32,False
3,0,4,1,2519,35,272999,2020,Attack,27,-2,0,-4,-1,-955,-7,False
2,0,1,1,1922,34,272999,2021,Attack,28,-1,0,-3,0,-597,-1,False
2,0,11,2,2538,35,272999,2022,Attack,29,0,0,10,1,616,1,False
2,0,5,2,2314,34,272999,2023,Attack,30,0,0,-6,0,-224,-1,True
3,0,1,1,608,13,148367,2013,Midfield,22,,,,,,,False
5,0,4,2,1660,25,148367,2014,Midfield,23,2,0,3,1,1052,12,False
5,0,0,1,1320,24,148367,2015,Midfield,24,0,0,-4,-1,-340,-1,False
9,0,4,1,3182,36,148367,2016,Midfield,25,4,0,4,0,1862,12,False
4,0,2,1,2838,32,148367,2017,Midfield,26,-5,0,-2,0,-344,-4,False
0,0,0,0,413,7,148367,2018,Midfield,27,-4,0,-2,-1,-2425,-25,False
8,0,3,4,3194,37,148367,2021,Midfield,28,8,0,3,4,2781,30,False
6,0,1,4,1770,22,148367,2022,Midfield,29,-2,0,-2,0,-1424,-15,False
8,0,2,1,1889,23,148367,2023,Midfield,30,2,0,1,-3,119,1,True
7,0,5,6,3685,41,234803,2013,Defender,21,,,,,,,False
7,0,0,2,1526,24,234803,2014,Defender,22,0,0,-5,-4,-2159,-17,False
5,0,1,3,2916,35,234803,2016,Defender,23,-2,0,1,1,1390,11,False
3,0,1,5,2573,29,234803,2017,Defender,24,-2,0,0,2,-343,-6,False
7,0,0,13,4227,48,234803,2018,Defender,25,4,0,-1,8,1654,19,False
4,0,3,12,4243,49,234803,2019,Defender,26,-3,0,3,-1,16,1,False
3,0,1,7,4319,50,234803,2020,Defender,27,-1,0,-2,-5,76,1,False
6,1,3,15,3769,44,234803,2021,Defender,28,3,1,2,8,-550,-6,False
4,0,0,11,3239,42,234803,2022,Defender,29,-2,-1,-3,-4,-530,-2,False
1,0,1,0,898,12,234803,2023,Defender,30,-3,0,1,-11,-2341,-30,True
0,0,0,0,1047,21,244338,2023,Midfield,30,,,,,,,True
0,0,0,0,292,4,124419,2015,Goalkeeper,22,,,,,,,False
1,0,0,0,2340,26,124419,2016,Goalkeeper,23,1,0,0,0,2048,22,False
4,0,0,0,2790,31,124419,2017,Goalkeeper,24,3,0,0,0,450,5,False
2,1,0,0,3806,42,124419,2018,Goalkeeper,25,-2,1,0,0,1016,11,False
3,0,0,0,3780,42,124419,2019,Goalkeeper,26,1,-1,0,0,-26,0,False
0,0,0,0,2160,24,124419,2020,Goalkeeper,27,-3,0,0,0,-1620,-18,False
3,0,0,0,4277,48,124419,2021,Goalkeeper,28,3,0,0,0,2117,24,False
2,0,0,0,4588,51,124419,2022,Goalkeeper,29,-1,0,0,0,311,3,False
1,0,0,0,840,9,124419,2023,Goalkeeper,30,-1,0,0,0,-3748,-42,True
0,0,0,0,1879,23,278166,2023,Defender,30,,,,,,,True
1,0,0,0,630,7,425306,2022,Goalkeeper,29,,,,,,,False
1,0,0,0,1830,20,425306,2023,Goalkeeper,30,0,0,0,0,1200,13,True
3,0,1,3,2091,39,209212,2017,Attack,24,,,,,,,False
1,0,3,6,2543,37,209212,2018,Attack,25,-2,0,2,3,452,-2,False
2,0,0,1,1146,19,209212,2019,Attack,26,1,0,-3,-5,-1397,-18,False
0,0,3,1,1793,23,209212,2020,Attack,27,-2,0,3,0,647,4,False
1,0,0,2,2056,35,209212,2021,Attack,28,1,0,-3,1,263,12,False
2,0,8,8,3118,37,209212,2022,Attack,29,1,0,8,6,1062,2,False
1,0,3,1,771,10,209212,2023,Attack,30,-1,0,-5,-7,-2347,-27,True
0,0,0,0,147,4,184528,2015,Defender,22,,,,,,,False
1,2,1,1,1951,29,184528,2016,Defender,23,1,2,1,1,1804,25,False
1,0,0,0,946,12,184528,2017,Defender,24,0,-2,-1,-1,-1005,-17,False
2,0,1,1,2972,35,184528,2018,Defender,25,1,0,1,1,2026,23,False
0,0,0,1,1199,19,184528,2019,Defender,26,-2,0,-1,0,-1773,-16,False
4,0,1,0,1359,17,184528,2020,Defender,27,4,0,1,-1,160,-2,False
5,0,0,1,1768,22,184528,2021,Defender,28,1,0,-1,1,409,5,False
0,0,0,0,1,1,184528,2022,Defender,29,-5,0,0,-1,-1767,-21,False
0,0,0,0,223,9,184528,2023,Defender,30,0,0,0,0,222,8,True
1,0,1,0,431,7,169801,2013,Attack,29,,,,,,,False
0,0,2,0,276,14,169801,2023,Attack,30,-1,0,1,0,-155,7,True
4,0,1,1,1217,15,207742,2023,Defender,30,,,,,,,True
4,0,3,1,2760,32,212847,2019,Defender,25,,,,,,,False
4,0,1,0,2805,31,212847,2020,Defender,26,0,0,-2,-1,45,-1,False
5,0,2,0,1552,24,212847,2021,Defender,27,1,0,1,0,-1253,-7,False
2,0,0,1,2251,31,212847,2022,Defender,28,-3,0,-2,1,699,7,False
3,0,0,0,759,11,212847,2023,Defender,29,1,0,0,-1,-1492,-20,True
1,0,3,0,451,16,188077,2013,Midfield,19,,,,,,,False
4,0,4,3,2599,41,188077,2014,Midfield,20,3,0,1,3,2148,25,False
3,0,4,6,1463,21,188077,2015,Midfield,21,-1,0,0,3,-1136,-20,False
0,0,8,3,1024,21,188077,2016,Midfield,22,-3,0,4,-3,-439,0,False
9,0,8,14,3114,37,188077,2017,Midfield,23,9,0,0,11,2090,16,False
1,0,9,7,2271,36,188077,2018,Midfield,24,-8,0,1,-7,-843,-1,False
7,1,20,15,3096,42,188077,2019,Midfield,25,6,1,11,8,825,6,False
4,0,6,14,2980,40,188077,2020,Midfield,26,-3,-1,-14,-1,-116,-2,False
0,0,0,0,242,3,188077,2021,Midfield,27,-4,0,-6,-14,-2738,-37,False
2,0,2,1,1910,33,188077,2022,Midfield,28,2,0,2,1,1668,30,False
3,0,1,2,2098,28,188077,2023,Midfield,29,1,0,-1,1,188,-5,True
0,0,0,0,11,1,199527,2013,Attack,21,,,,,,,False
0,0,1,0,90,1,199527,2015,Attack,22,0,0,1,0,79,0,False
0,0,1,1,1248,27,199527,2017,Attack,23,0,0,0,1,1158,26,False
0,0,0,2,568,12,199527,2018,Attack,24,0,0,-1,1,-680,-15,False
0,0,0,0,233,3,199527,2019,Attack,25,0,0,0,-2,-335,-9,False
3,0,2,3,1673,27,199527,2020,Attack,26,3,0,2,3,1440,24,False
4,0,1,2,1625,37,199527,2021,Attack,27,1,0,-1,-1,-48,10,False
0,0,4,2,1303,37,199527,2022,Attack,28,-4,0,3,0,-322,0,False
0,0,1,5,551,12,199527,2023,Attack,29,0,0,-3,3,-752,-25,True
2,0,0,0,2205,25,222209,2016,Goalkeeper,22,,,,,,,False
3,0,0,0,4800,53,222209,2017,Goalkeeper,23,1,0,0,0,2595,28,False
4,0,0,0,3990,44,222209,2018,Goalkeeper,24,1,0,0,0,-810,-9,False
2,0,0,0,3960,44,222209,2019,Goalkeeper,25,-2,0,0,0,-30,0,False
2,0,0,0,990,11,222209,2020,Goalkeeper,26,0,0,0,0,-2970,-33,False
2,0,0,0,2880,32,222209,2021,Goalkeeper,27,0,0,0,0,1890,21,False
0,0,0,0,90,1,222209,2022,Goalkeeper,28,-2,0,0,0,-2790,-31,False
0,0,0,0,345,4,222209,2023,Goalkeeper,29,0,0,0,0,255,3,True
0,0,1,0,152,10,148368,2012,Attack,18,,,,,,,False
1,0,5,0,1278,30,148368,2013,Attack,19,1,0,4,0,1126,20,False
0,0,9,4,2766,41,148368,2014,Attack,20,-1,0,4,4,1488,11,False
1,0,7,3,1322,29,148368,2015,Attack,21,1,0,-2,-1,-1444,-12,False
0,0,8,4,1730,37,148368,2016,Attack,22,-1,0,1,1,408,8,False
3,0,6,2,2201,35,148368,2017,Attack,23,3,0,-2,-2,471,-2,False
0,0,7,1,674,21,148368,2018,Attack,24,-3,0,1,-1,-1527,-14,False
1,0,4,4,1339,41,148368,2019,Attack,25,1,0,-3,3,665,20,False
0,0,0,1,418,15,148368,2020,Attack,26,-1,0,-4,-3,-921,-26,False
0,0,4,3,396,15,148368,2021,Attack,27,0,0,4,2,-22,0,False
2,0,2,1,1187,36,148368,2022,Attack,28,2,0,-2,-2,791,21,False
1,0,1,0,275,11,148368,2023,Attack,29,-1,0,-1,-1,-912,-25,True
0,0,0,0,20,2,167799,2012,Midfield,18,,,,,,,False
1,0,0,1,387,9,167799,2013,Midfield,19,1,0,0,1,367,7,False
6,0,2,3,1555,29,167799,2014,Midfield,20,5,0,2,2,1168,20,False
7,0,0,2,1691,31,167799,2015,Midfield,21,1,0,-2,-1,136,2,False
3,0,0,1,1891,30,167799,2016,Midfield,22,-4,0,0,-1,200,-1,False
6,0,1,0,2072,28,167799,2017,Midfield,23,3,0,1,-1,181,-2,False
9,1,4,4,2764,31,167799,2018,Midfield,24,3,1,3,4,692,3,False
5,0,0,1,2930,35,167799,2019,Midfield,25,-4,-1,-4,-3,166,4,False
12,0,2,5,4039,49,167799,2020,Midfield,26,7,0,2,4,1109,14,False
3,0,2,3,3481,40,167799,2021,Midfield,27,-9,0,0,-2,-558,-9,False
8,0,5,7,3848,43,167799,2022,Midfield,28,5,0,3,4,367,3,False
3,0,0,0,1157,26,167799,2023,Midfield,29,-5,0,-5,-7,-2691,-17,True
0,0,0,0,90,1,198516,2021,Defender,27,,,,,,,False
2,0,0,1,1025,20,198516,2022,Defender,28,2,0,0,1,935,19,False
2,0,1,3,1211,19,198516,2023,Defender,29,0,0,1,2,186,-1,True
1,0,0,0,360,8,250478,2014,Defender,20,,,,,,,False
2,0,0,2,1428,18,250478,2015,Defender,21,1,0,0,2,1068,10,False
0,0,0,0,554,7,250478,2016,Defender,22,-2,0,0,-2,-874,-11,False
0,0,0,0,167,2,250478,2017,Defender,23,0,0,0,0,-387,-5,False
2,0,2,3,1287,18,250478,2018,Defender,24,2,0,2,3,1120,16,False
4,0,1,2,2295,28,250478,2019,Defender,25,2,0,-1,-1,1008,10,False
7,0,0,2,3405,38,250478,2020,Defender,26,3,0,-1,0,1110,10,False
3,0,1,1,3098,36,250478,2021,Defender,27,-4,0,1,-1,-307,-2,False
1,0,0,0,603,17,250478,2022,Defender,28,-2,0,-1,-1,-2495,-19,False
1,0,0,0,194,7,250478,2023,Defender,29,0,0,0,0,-409,-10,True
10,0,8,2,2234,33,246963,2015,Attack,27,,,,,,,False
0,0,0,0,145,3,246963,2019,Attack,28,-10,0,-8,-2,-2089,-30,False
2,0,6,7,1800,27,246963,2023,Attack,29,2,0,6,7,1655,24,True
0,0,1,0,104,5,319859,2015,Midfield,22,,,,,,,False
2,0,1,2,804,14,319859,2016,Midfield,23,2,0,0,2,700,9,False
3,0,8,6,2401,27,319859,2017,Midfield,24,1,0,7,4,1597,13,False
0,0,0,0,350,8,319859,2018,Midfield,25,-3,0,-8,-6,-2051,-19,False
0,0,0,1,1719,33,319859,2021,Midfield,26,0,0,0,1,1369,25,False
5,0,5,6,2921,38,319859,2022,Midfield,27,5,0,5,5,1202,5,False
3,0,4,4,1511,22,319859,2023,Midfield,28,-2,0,-1,-2,-1410,-16,True
3,0,4,5,1671,34,170527,2013,Attack,18,,,,,,,False
1,0,3,1,1640,33,170527,2014,Attack,19,-2,0,-1,-4,-31,-1,False
0,0,7,5,2455,36,170527,2015,Attack,20,-1,0,4,4,815,3,False
4,0,21,7,2465,32,170527,2016,Attack,21,4,0,14,2,10,-4,False
1,0,21,10,3398,45,170527,2017,Attack,22,-3,0,0,3,933,13,False
1,0,19,10,3103,37,170527,2018,Attack,23,0,0,-2,0,-295,-8,False
5,0,34,13,3589,45,170527,2019,Attack,24,4,0,15,3,486,8,False
3,0,11,15,3741,51,170527,2020,Attack,25,-2,0,-23,2,152,6,False
1,0,10,6,1970,33,170527,2021,Attack,26,-2,0,-1,-9,-1771,-18,False
3,0,16,6,2820,40,170527,2022,Attack,27,2,0,6,0,850,7,False
0,0,2,3,794,19,170527,2023,Attack,28,-3,0,-14,-3,-2026,-21,True
8,0,0,1,3105,35,291200,2017,Defender,22,,,,,,,False
3,1,1,2,2792,34,291200,2018,Defender,23,-5,1,1,1,-313,-1,False
7,0,1,2,3060,34,291200,2019,Defender,24,4,-1,0,0,268,0,False
10,0,3,1,3077,34,291200,2020,Defender,25,3,0,2,-1,17,0,False
2,0,4,0,2815,33,291200,2021,Defender,26,-8,0,1,-1,-262,-1,False
1,0,0,0,1166,14,291200,2022,Defender,27,-1,0,-4,0,-1649,-19,False
4,0,0,0,1278,17,291200,2023,Defender,28,3,0,0,0,112,3,True
0,0,0,0,10,2,251664,2015,Attack,24,,,,,,,False
0,0,2,0,191,4,251664,2017,Attack,25,0,0,2,0,181,2,False
8,0,14,6,3113,37,251664,2021,Attack,26,8,0,12,6,2922,33,False
9,0,20,4,2955,33,251664,2022,Attack,27,1,0,6,-2,-158,-4,False
1,0,3,0,360,4,251664,2023,Attack,28,-8,0,-17,-4,-2595,-29,True
1,0,0,2,81,4,348795,2016,Midfield,21,,,,,,,False
3,0,4,7,1918,40,348795,2017,Midfield,22,2,0,4,5,1837,36,False
9,0,14,6,2960,39,348795,2018,Midfield,23,6,0,10,-1,1042,-1,False
8,0,2,3,2153,37,348795,2019,Midfield,24,-1,0,-12,-3,-807,-2,False
5,0,5,1,1458,27,348795,2020,Midfield,25,-3,0,3,-2,-695,-10,False
5,0,1,2,2066,34,348795,2021,Midfield,26,0,0,-4,1,608,7,False
3,0,2,3,1216,24,348795,2022,Midfield,27,-2,0,1,1,-850,-10,False
1,0,2,2,514,12,348795,2023,Midfield,28,-2,0,0,-1,-702,-12,True
2,0,0,2,691,9,338070,2015,Defender,20,,,,,,,False
2,0,1,2,509,8,338070,2016,Defender,21,0,0,1,0,-182,-1,False
5,0,6,4,3182,37,338070,2017,Defender,22,3,0,5,2,2673,29,False
6,0,0,3,2415,28,338070,2018,Defender,23,1,0,-6,-1,-767,-9,False
9,0,0,7,3467,39,338070,2019,Defender,24,3,0,0,4,1052,11,False
1,0,0,0,137,6,338070,2020,Defender,25,-8,0,0,-7,-3330,-33,False
3,0,0,5,1567,24,338070,2021,Defender,26,2,0,0,5,1430,18,False
4,0,0,6,1199,27,338070,2022,Defender,27,1,0,0,1,-368,3,False
0,0,0,3,1221,18,338070,2023,Defender,28,-4,0,0,-3,22,-9,True
3,0,0,0,1038,20,320411,2017,Midfield,23,,,,,,,False
7,0,2,0,2191,27,320411,2018,Midfield,24,4,0,2,0,1153,7,False
9,0,3,1,2623,35,320411,2019,Midfield,25,2,0,1,1,432,8,False
0,0,0,0,90,1,320411,2021,Midfield,26,-9,0,-3,-1,-2533,-34,False
5,0,7,1,2877,37,320411,2022,Midfield,27,5,0,7,1,2787,36,False
4,1,2,4,1442,23,320411,2023,Midfield,28,-1,1,-5,3,-1435,-14,True
0,0,0,0,1,1,333241,2015,Midfield,22,,,,,,,False
6,0,11,9,2647,35,333241,2018,Midfield,23,6,0,11,9,2646,34,False
7,0,4,4,3119,44,333241,2019,Midfield,24,1,0,-7,-5,472,9,False
3,0,4,2,2069,32,333241,2020,Midfield,25,-4,0,0,-2,-1050,-12,False
8,0,5,2,2939,40,333241,2021,Midfield,26,5,0,1,0,870,8,False
12,0,6,2,2753,33,333241,2022,Midfield,27,4,0,1,0,-186,-7,False
8,0,3,4,1700,23,333241,2023,Midfield,28,-4,0,-3,2,-1053,-10,True
1,0,3,1,445,14,217115,2012,Attack,21,,,,,,,False
1,0,2,1,682,16,217115,2013,Attack,22,0,0,-1,0,237,2,False
4,0,1,2,643,18,217115,2015,Attack,23,3,0,-1,1,-39,2,False
3,0,10,3,2861,38,217115,2019,Attack,24,-1,0,9,1,2218,20,False
1,1,8,2,2669,35,217115,2020,Attack,25,-2,1,-2,-1,-192,-3,False
7,0,9,3,2565,35,217115,2021,Attack,26,6,-1,1,1,-104,0,False
4,0,1,0,1184,28,217115,2022,Attack,27,-3,0,-8,-3,-1381,-7,False
5,0,7,4,1347,23,217115,2023,Attack,28,1,0,6,4,163,-5,True
4,1,1,0,764,24,410425,2016,Midfield,21,,,,,,,False
3,0,2,1,1555,24,410425,2017,Midfield,22,-1,-1,1,1,791,0,False
7,0,1,1,2205,33,410425,2018,Midfield,23,4,0,-1,0,650,9,False
4,0,1,0,1325,23,410425,2019,Midfield,24,-3,0,0,-1,-880,-10,False
9,1,2,0,3335,39,410425,2020,Midfield,25,5,1,1,0,2010,16,False
11,0,2,2,2296,28,410425,2021,Midfield,26,2,-1,0,2,-1039,-11,False
6,0,0,0,1183,27,410425,2022,Midfield,27,-5,0,-2,-2,-1113,-1,False
7,1,0,0,1243,16,410425,2023,Midfield,28,1,1,0,0,60,-11,True
0,0,0,0,35,1,264220,2013,Defender,23,,,,,,,False
0,0,0,0,415,5,264220,2014,Defender,24,0,0,0,0,380,4,False
1,0,0,0,354,5,264220,2015,Defender,25,1,0,0,0,-61,0,False
0,0,0,0,178,2,264220,2016,Defender,26,-1,0,0,0,-176,-3,False
0,0,1,0,300,3,264220,2017,Defender,27,0,0,1,0,122,1,False
2,0,0,1,966,13,264220,2023,Defender,28,2,0,-1,1,666,10,True
0,0,0,0,25,2,388165,2016,Attack,24,,,,,,,False
2,0,10,5,2685,38,388165,2020,Attack,25,2,0,10,5,2660,36,False
0,0,7,1,1360,32,388165,2021,Attack,26,-2,0,-3,-4,-1325,-6,False
4,0,7,3,1690,39,388165,2022,Attack,27,4,0,0,2,330,7,False
3,0,4,2,1670,21,388165,2023,Attack,28,-1,0,-3,-1,-20,-18,True
0,0,0,1,630,7,286047,2020,Goalkeeper,25,,,,,,,False
1,0,0,0,3510,39,286047,2021,Goalkeeper,26,1,0,0,-1,2880,32,False
3,0,0,0,2904,32,286047,2022,Goalkeeper,27,2,0,0,0,-606,-7,False
2,0,0,0,2340,26,286047,2023,Goalkeeper,28,-1,0,0,0,-564,-6,True
0,0,0,0,57,4,236490,2016,Defender,21,,,,,,,False
1,0,1,0,180,2,236490,2017,Defender,22,1,0,1,0,123,-2,False
6,1,1,3,2265,32,236490,2018,Defender,23,5,1,0,3,2085,30,False
9,0,0,3,2348,37,236490,2019,Defender,24,3,-1,-1,0,83,5,False
3,0,2,1,2790,32,236490,2020,Defender,25,-6,0,2,-2,442,-5,False
4,0,0,0,1644,23,236490,2021,Defender,26,1,0,-2,-1,-1146,-9,False
5,0,1,1,988,21,236490,2022,Defender,27,1,0,1,1,-656,-2,False
3,0,1,1,995,14,236490,2023,Defender,28,-2,0,0,0,7,-7,True
3,0,2,7,970,14,294057,2016,Midfield,22,,,,,,,False
5,0,7,7,2894,37,294057,2018,Midfield,23,2,0,5,0,1924,23,False
4,0,6,3,2725,33,294057,2019,Midfield,24,-1,0,-1,-4,-169,-4,False
